time,v_x,v_y,v_z,v,vx/v,vy/v,vz/v,F_Mx,F_D,F_Dx,F_Dy,F_Dz,x,y,z
0.0001,0.01,6.349820169,4.090675211,7.553405845,0.001323906,0.840656559,0.541566983,2.15646E-06,0.916001062,0.001212699,0.770042301,0.496075931,9.9999E-07,0.000634976,0.000409014
0.0002,0.00999961,6.349571768,6.347609768,8.978268842,0.001113757,0.707215598,0.70699707,2.15646E-06,0.916001062,0.001020203,0.647810239,0.647610067,1.99997E-06,0.001269943,0.000817918
0.0003,0.009999507,6.349506712,6.346563712,8.977483302,0.001113843,0.707270234,0.706942413,2.15629E-06,1.291048678,0.001020281,0.647860285,0.647560001,2.9999E-06,0.00190488,0.001226695
0.0004,0.009999074,6.349231059,6.345307059,8.976399985,0.001113929,0.707324882,0.706887736,2.15625E-06,1.290824224,0.00102036,0.647910343,0.647509916,3.99981E-06,0.00253981,0.001635368
0.0005,0.009998842,6.349083853,6.344178853,8.975498374,0.001114015,0.707379534,0.706833046,2.15607E-06,1.290514719,0.001020439,0.647960404,0.647459821,4.99971E-06,0.003174726,0.002043927
0.0006,0.009998611,6.348936733,6.343050733,8.974596939,0.001114101,0.707434192,0.706778341,2.15597E-06,1.290257155,0.001020518,0.648010471,0.647409711,5.99958E-06,0.003809627,0.002452375
0.0007,0.009998379,6.34878962,6.34192262,8.973695566,0.001114188,0.707488857,0.70672362,2.15587E-06,1.289999668,0.001020597,0.648060544,0.647359587,6.99943E-06,0.004444513,0.002860709
0.0008,0.009998148,6.348642542,6.340794542,8.972794298,0.001114274,0.707543529,0.706668885,2.15578E-06,1.289742224,0.001020676,0.648110624,0.647309449,7.99926E-06,0.005079385,0.003268931
0.0009,0.009997917,6.348495501,6.339666501,8.971893135,0.00111436,0.707598208,0.706614134,2.15568E-06,1.289484835,0.001020755,0.64816071,0.647259297,8.99906E-06,0.005714242,0.003677039
0.001,0.009997686,6.348348496,6.338538496,8.970992077,0.001114446,0.707652893,0.706559368,2.15558E-06,1.289227502,0.001020834,0.648210801,0.647209132,9.99884E-06,0.006349084,0.004085036
0.0011,0.009997455,6.348201527,6.337410527,8.970091123,0.001114532,0.707707585,0.706504587,2.15548E-06,1.288970225,0.001020913,0.648260899,0.647158952,1.09986E-05,0.006983912,0.004492919
0.0012,0.009997224,6.348054593,6.336282593,8.969190274,0.001114618,0.707762284,0.706449791,2.15538E-06,1.288713003,0.001020992,0.648311004,0.647108759,1.19983E-05,0.007618725,0.00490069
0.0013,0.009996993,6.347907696,6.335154696,8.968289529,0.001114704,0.70781699,0.706394979,2.15529E-06,1.288455837,0.001021071,0.648361114,0.647058551,1.2998E-05,0.008253523,0.005308348
0.0014,0.009996762,6.347760834,6.334026834,8.967388889,0.001114791,0.707871702,0.706340152,2.15519E-06,1.288198727,0.001021149,0.648411231,0.64700833,1.39977E-05,0.008888307,0.005715893
0.0015,0.009996531,6.347614009,6.332899009,8.966488353,0.001114877,0.707926421,0.70628531,2.15509E-06,1.287941671,0.001021228,0.648461353,0.646958094,1.49974E-05,0.009523076,0.006123326
0.0016,0.0099963,6.347467219,6.331771219,8.965587923,0.001114963,0.707981147,0.706230453,2.15499E-06,1.287684672,0.001021307,0.648511482,0.646907845,1.5997E-05,0.01015783,0.006530646
0.0017,0.009996069,6.347320465,6.330643465,8.964687596,0.001115049,0.708035879,0.70617558,2.1549E-06,1.287427727,0.001021386,0.648561617,0.646857581,1.69967E-05,0.01079257,0.006937854
0.0018,0.009995839,6.347173748,6.329515748,8.963787375,0.001115136,0.708090619,0.706120692,2.1548E-06,1.287170839,0.001021465,0.648611759,0.646807304,1.79963E-05,0.011427295,0.007344948
0.0019,0.009995608,6.347027066,6.328388066,8.962887258,0.001115222,0.708145365,0.706065789,2.1547E-06,1.286914006,0.001021544,0.648661906,0.646757013,1.89958E-05,0.012062005,0.007751931
0.002,0.009995377,6.34688042,6.32726042,8.961987246,0.001115308,0.708200117,0.706010871,2.15461E-06,1.286657228,0.001021623,0.64871206,0.646706707,1.99954E-05,0.012696701,0.0081588
0.0021,0.009995147,6.34673381,6.32613281,8.961087338,0.001115394,0.708254877,0.705955937,2.15451E-06,1.286400506,0.001021702,0.648762219,0.646656388,2.09949E-05,0.013331382,0.008565557
0.0022,0.009994916,6.346587235,6.325005235,8.960187535,0.001115481,0.708309643,0.705900988,2.15441E-06,1.286143839,0.001021782,0.648812385,0.646606055,2.19944E-05,0.013966049,0.008972202
0.0023,0.009994686,6.346440697,6.323877697,8.959287836,0.001115567,0.708364416,0.705846024,2.15431E-06,1.285887227,0.001021861,0.648862557,0.646555708,2.29939E-05,0.0146007,0.009378733
0.0024,0.009994455,6.346294194,6.322750194,8.958388243,0.001115653,0.708419196,0.705791044,2.15422E-06,1.285630671,0.00102194,0.648912736,0.646505346,2.39933E-05,0.015235338,0.009785153
0.0025,0.009994225,6.346147727,6.321622727,8.957488754,0.00111574,0.708473982,0.70573605,2.15412E-06,1.285374171,0.001022019,0.64896292,0.646454971,2.49928E-05,0.01586996,0.01019146
0.0026,0.009993995,6.346001296,6.320495296,8.956589369,0.001115826,0.708528775,0.70568104,2.15402E-06,1.285117726,0.001022098,0.649013111,0.646404582,2.59922E-05,0.016504569,0.010597654
0.0027,0.009993765,6.345854901,6.319367901,8.955690089,0.001115912,0.708583575,0.705626014,2.15392E-06,1.284861336,0.001022177,0.649063307,0.646354178,2.69916E-05,0.017139162,0.011003736
0.0028,0.009993535,6.345708542,6.318240542,8.954790914,0.001115999,0.708638382,0.705570973,2.15383E-06,1.284605002,0.001022256,0.64911351,0.646303761,2.79909E-05,0.017773741,0.011409705
0.0029,0.009993304,6.345562218,6.317113218,8.953891844,0.001116085,0.708693195,0.705515917,2.15373E-06,1.284348723,0.001022335,0.649163719,0.64625333,2.89903E-05,0.018408305,0.011815561
0.003,0.009993074,6.345415931,6.315985931,8.952992878,0.001116171,0.708748015,0.705460846,2.15363E-06,1.2840925,0.001022414,0.649213934,0.646202884,2.99896E-05,0.019042855,0.012221306
0.0031,0.009992844,6.345269679,6.314858679,8.952094017,0.001116258,0.708802842,0.705405759,2.15354E-06,1.283836331,0.001022493,0.649264156,0.646152425,3.09889E-05,0.01967739,0.012626938
0.0032,0.009992615,6.345123462,6.313731462,8.95119526,0.001116344,0.708857675,0.705350658,2.15344E-06,1.283580219,0.001022572,0.649314383,0.646101951,3.19882E-05,0.020311911,0.013032457
0.0033,0.009992385,6.344977282,6.312604282,8.950296608,0.001116431,0.708912515,0.70529554,2.15334E-06,1.283324161,0.001022652,0.649364617,0.646051464,3.29874E-05,0.020946417,0.013437864
0.0034,0.009992155,6.344831137,6.311477137,8.949398061,0.001116517,0.708967362,0.705240408,2.15324E-06,1.283068159,0.001022731,0.649414857,0.646000962,3.39867E-05,0.021580908,0.013843158
0.0035,0.009991925,6.344685028,6.310350028,8.948499619,0.001116603,0.709022216,0.70518526,2.15315E-06,1.282812213,0.00102281,0.649465103,0.645950447,3.49859E-05,0.022215385,0.01424834
0.0036,0.009991695,6.344538955,6.309222955,8.947601281,0.00111669,0.709077076,0.705130097,2.15305E-06,1.282556321,0.001022889,0.649515355,0.645899917,3.59851E-05,0.022849848,0.01465341
0.0037,0.009991466,6.344392917,6.308095917,8.946703048,0.001116776,0.709131943,0.705074918,2.15295E-06,1.282300485,0.001022968,0.649565613,0.645849374,3.69842E-05,0.023484295,0.015058367
0.0038,0.009991236,6.344246916,6.306968916,8.945804919,0.001116863,0.709186817,0.705019724,2.15286E-06,1.282044705,0.001023047,0.649615877,0.645798816,3.79834E-05,0.024118729,0.015463212
0.0039,0.009991007,6.34410095,6.30584195,8.944906896,0.001116949,0.709241697,0.704964515,2.15276E-06,1.281788979,0.001023127,0.649666148,0.645748244,3.89825E-05,0.024753148,0.015867944
0.004,0.009990777,6.343955019,6.304715019,8.944008977,0.001117036,0.709296585,0.70490929,2.15266E-06,1.281533309,0.001023206,0.649716425,0.645697658,3.99816E-05,0.025387552,0.016272565
0.0041,0.009990548,6.343809124,6.303588124,8.943111162,0.001117122,0.709351478,0.70485405,2.15257E-06,1.281277695,0.001023285,0.649766708,0.645647059,4.09806E-05,0.026021942,0.016677072
0.0042,0.009990318,6.343663265,6.302461265,8.942213452,0.001117209,0.709406379,0.704798795,2.15247E-06,1.281022135,0.001023364,0.649816996,0.645596445,4.19797E-05,0.026656317,0.017081468
0.0043,0.009990089,6.343517442,6.301334442,8.941315847,0.001117295,0.709461286,0.704743524,2.15237E-06,1.280766631,0.001023444,0.649867292,0.645545817,4.29787E-05,0.027290678,0.017485751
0.0044,0.00998986,6.343371654,6.300207654,8.940418347,0.001117382,0.7095162,0.704688238,2.15228E-06,1.280511182,0.001023523,0.649917593,0.645495175,4.39777E-05,0.027925024,0.017889922
0.0045,0.009989631,6.343225902,6.299080902,8.939520952,0.001117468,0.709571121,0.704632937,2.15218E-06,1.280255789,0.001023602,0.6499679,0.645444518,4.49767E-05,0.028559355,0.01829398
0.0046,0.009989402,6.343080185,6.297954185,8.938623661,0.001117555,0.709626048,0.70457762,2.15208E-06,1.28000045,0.001023681,0.650018214,0.645393848,4.59756E-05,0.029193673,0.018697926
0.0047,0.009989172,6.342934505,6.296827505,8.937726475,0.001117641,0.709680982,0.704522288,2.15199E-06,1.279745167,0.001023761,0.650068533,0.645343164,4.69746E-05,0.029827975,0.01910176
0.0048,0.009988943,6.342788859,6.295700859,8.936829393,0.001117728,0.709735923,0.70446694,2.15189E-06,1.279489939,0.00102384,0.650118859,0.645292465,4.79735E-05,0.030462264,0.019505482
0.0049,0.009988714,6.34264325,6.29457425,8.935932416,0.001117814,0.709790871,0.704411577,2.15179E-06,1.279234767,0.001023919,0.650169191,0.645241753,4.89724E-05,0.031096538,0.019909091
0.005,0.009988486,6.342497675,6.293447675,8.935035544,0.001117901,0.709845825,0.704356199,2.1517E-06,1.278979649,0.001023999,0.650219529,0.645191026,4.99712E-05,0.031730797,0.020312589
0.0051,0.009988257,6.342352137,6.292321137,8.934138777,0.001117988,0.709900786,0.704300805,2.1516E-06,1.278724587,0.001024078,0.650269874,0.645140286,5.09701E-05,0.032365042,0.020715974
0.0052,0.009988028,6.342206634,6.291194634,8.933242114,0.001118074,0.709955753,0.704245396,2.1515E-06,1.27846958,0.001024157,0.650320224,0.645089531,5.19689E-05,0.032999272,0.021119246
0.0053,0.009987799,6.342061167,6.290068167,8.932345557,0.001118161,0.710010727,0.704189972,2.15141E-06,1.278214628,0.001024237,0.65037058,0.645038762,5.29677E-05,0.033633488,0.021522407
0.0054,0.00998757,6.341915735,6.288941735,8.931449103,0.001118247,0.710065708,0.704134532,2.15131E-06,1.277959732,0.001024316,0.650420943,0.644987979,5.39664E-05,0.03426769,0.021925455
0.0055,0.009987342,6.341770339,6.287815339,8.930552755,0.001118334,0.710120696,0.704079077,2.15121E-06,1.27770489,0.001024395,0.650471312,0.644937182,5.49652E-05,0.034901877,0.022328391
0.0056,0.009987113,6.341624978,6.286688978,8.929656511,0.001118421,0.71017569,0.704023606,2.15112E-06,1.277450104,0.001024475,0.650521687,0.644886371,5.59639E-05,0.035536049,0.022731215
0.0057,0.009986885,6.341479653,6.285562653,8.928760372,0.001118507,0.710230691,0.70396812,2.15102E-06,1.277195373,0.001024554,0.650572068,0.644835545,5.69626E-05,0.036170207,0.023133927
0.0058,0.009986656,6.341334363,6.284436363,8.927864338,0.001118594,0.710285699,0.703912618,2.15092E-06,1.276940697,0.001024633,0.650622455,0.644784706,5.79613E-05,0.036804351,0.023536527
0.0059,0.009986428,6.341189109,6.283310109,8.926968409,0.001118681,0.710340714,0.703857101,2.15083E-06,1.276686077,0.001024713,0.650672848,0.644733852,5.896E-05,0.03743848,0.023939015
0.006,0.009986199,6.34104389,6.28218389,8.926072584,0.001118767,0.710395735,0.703801569,2.15073E-06,1.276431511,0.001024792,0.650723247,0.644682985,5.99586E-05,0.038072595,0.02434139
0.0061,0.009985971,6.340898707,6.281057707,8.925176864,0.001118854,0.710450762,0.703746021,2.15064E-06,1.276177001,0.001024872,0.650773653,0.644632103,6.09572E-05,0.038706696,0.024743653
0.0062,0.009985743,6.340753559,6.279931559,8.924281249,0.001118941,0.710505797,0.703690458,2.15054E-06,1.275922545,0.001024951,0.650824064,0.644581207,6.19558E-05,0.039340782,0.025145805
0.0063,0.009985515,6.340608447,6.278805447,8.923385738,0.001119028,0.710560838,0.703634879,2.15044E-06,1.275668145,0.00102503,0.650874482,0.644530297,6.29544E-05,0.039974854,0.025547844
0.0064,0.009985287,6.340463371,6.277679371,8.922490333,0.001119114,0.710615886,0.703579285,2.15035E-06,1.2754138,0.00102511,0.650924906,0.644479372,6.39529E-05,0.040608911,0.025949771
0.0065,0.009985059,6.340318329,6.276553329,8.921595032,0.001119201,0.71067094,0.703523676,2.15025E-06,1.27515951,0.001025189,0.650975336,0.644428434,6.49514E-05,0.041242954,0.026351586
0.0066,0.009984831,6.340173323,6.275427323,8.920699836,0.001119288,0.710726001,0.703468051,2.15015E-06,1.274905275,0.001025269,0.651025772,0.644377481,6.59499E-05,0.041876982,0.026753289
0.0067,0.009984603,6.340028353,6.274301353,8.919804744,0.001119375,0.710781069,0.70341241,2.15006E-06,1.274651096,0.001025348,0.651076214,0.644326515,6.69484E-05,0.042510997,0.02715488
0.0068,0.009984375,6.339883418,6.273175418,8.918909758,0.001119461,0.710836144,0.703356754,2.14996E-06,1.274396971,0.001025428,0.651126662,0.644275534,6.79469E-05,0.043144996,0.027556359
0.0069,0.009984147,6.339738518,6.272049518,8.918014876,0.001119548,0.710891225,0.703301083,2.14987E-06,1.274142901,0.001025507,0.651177117,0.644224539,6.89453E-05,0.043778982,0.027957726
0.007,0.009983919,6.339593654,6.270923654,8.917120099,0.001119635,0.710946313,0.703245396,2.14977E-06,1.273888887,0.001025587,0.651227577,0.644173529,6.99437E-05,0.044412953,0.028358981
0.0071,0.009983691,6.339448825,6.269797825,8.916225426,0.001119722,0.711001407,0.703189694,2.14967E-06,1.273634927,0.001025666,0.651278044,0.644122506,7.09421E-05,0.045046909,0.028760124
0.0072,0.009983464,6.339304032,6.268672032,8.915330859,0.001119809,0.711056508,0.703133976,2.14958E-06,1.273381023,0.001025746,0.651328517,0.644071468,7.19405E-05,0.045680852,0.029161155
0.0073,0.009983236,6.339159274,6.267546274,8.914436396,0.001119895,0.711111616,0.703078242,2.14948E-06,1.273127174,0.001025825,0.651378996,0.644020417,7.29388E-05,0.04631478,0.029562074
0.0074,0.009983008,6.339014551,6.266420551,8.913542038,0.001119982,0.711166731,0.703022494,2.14939E-06,1.272873379,0.001025905,0.651429481,0.643969351,7.39371E-05,0.046948693,0.029962881
0.0075,0.009982781,6.338869864,6.265294864,8.912647785,0.001120069,0.711221852,0.702966729,2.14929E-06,1.27261964,0.001025984,0.651479972,0.643918271,7.49354E-05,0.047582593,0.030363576
0.0076,0.009982553,6.338725212,6.264169212,8.911753637,0.001120156,0.71127698,0.70291095,2.14919E-06,1.272365956,0.001026064,0.651530469,0.643867176,7.59337E-05,0.048216478,0.030764159
0.0077,0.009982326,6.338580595,6.263043595,8.910859593,0.001120243,0.711332114,0.702855154,2.1491E-06,1.272112326,0.001026144,0.651580972,0.643816068,7.6932E-05,0.048850348,0.03116463
0.0078,0.009982099,6.338436014,6.261918014,8.909965654,0.00112033,0.711387256,0.702799344,2.149E-06,1.271858752,0.001026223,0.651631482,0.643764945,7.79302E-05,0.049484205,0.03156499
0.0079,0.009981871,6.338291468,6.260792468,8.90907182,0.001120417,0.711442403,0.702743517,2.14891E-06,1.271605233,0.001026303,0.651681997,0.643713808,7.89284E-05,0.050118047,0.031965237
0.008,0.009981644,6.338146957,6.259666957,8.908178091,0.001120503,0.711497558,0.702687676,2.14881E-06,1.271351768,0.001026382,0.651732519,0.643662657,7.99266E-05,0.050751874,0.032365373
0.0081,0.009981417,6.338002482,6.258541482,8.907284467,0.00112059,0.711552719,0.702631818,2.14872E-06,1.271098359,0.001026462,0.651783046,0.643611492,8.09247E-05,0.051385688,0.032765396
0.0082,0.00998119,6.337858042,6.257416042,8.906390947,0.001120677,0.711607887,0.702575946,2.14862E-06,1.270845005,0.001026542,0.65183358,0.643560312,8.19229E-05,0.052019487,0.033165308
0.0083,0.009980963,6.337713637,6.256290637,8.905497532,0.001120764,0.711663061,0.702520057,2.14852E-06,1.270591705,0.001026621,0.65188412,0.643509119,8.2921E-05,0.052653271,0.033565108
0.0084,0.009980736,6.337569268,6.255165268,8.904604223,0.001120851,0.711718243,0.702464154,2.14843E-06,1.270338461,0.001026701,0.651934666,0.643457911,8.39191E-05,0.053287042,0.033964796
0.0085,0.009980509,6.337424933,6.254039933,8.903711017,0.001120938,0.71177343,0.702408234,2.14833E-06,1.270085271,0.00102678,0.651985218,0.643406688,8.49172E-05,0.053920798,0.034364373
0.0086,0.009980282,6.337280634,6.252914634,8.902817917,0.001121025,0.711828625,0.702352299,2.14824E-06,1.269832137,0.00102686,0.652035776,0.643355452,8.59152E-05,0.05455454,0.034763837
0.0087,0.009980055,6.33713637,6.25178937,8.901924922,0.001121112,0.711883826,0.702296349,2.14814E-06,1.269579057,0.00102694,0.65208634,0.643304201,8.69132E-05,0.055188268,0.03516319
0.0088,0.009979828,6.336992142,6.250664142,8.901032031,0.001121199,0.711939034,0.702240383,2.14805E-06,1.269326032,0.001027019,0.652136911,0.643252937,8.79113E-05,0.055821981,0.035562431
0.0089,0.009979602,6.336847949,6.249538949,8.900139245,0.001121286,0.711994248,0.702184401,2.14795E-06,1.269073062,0.001027099,0.652187487,0.643201657,8.89092E-05,0.05645568,0.03596156
0.009,0.009979375,6.336703791,6.248413791,8.899246564,0.001121373,0.712049469,0.702128404,2.14785E-06,1.268820148,0.001027179,0.65223807,0.643150364,8.99072E-05,0.057089365,0.036360578
0.0091,0.009979148,6.336559668,6.247288668,8.898353988,0.00112146,0.712104697,0.702072392,2.14776E-06,1.268567288,0.001027259,0.652288658,0.643099056,9.09051E-05,0.057723036,0.036759483
0.0092,0.009978922,6.33641558,6.24616358,8.897461517,0.001121547,0.712159931,0.702016364,2.14766E-06,1.268314482,0.001027338,0.652339253,0.643047735,9.19031E-05,0.058356692,0.037158277
0.0093,0.009978695,6.336271527,6.245038527,8.896569151,0.001121634,0.712215172,0.70196032,2.14757E-06,1.268061732,0.001027418,0.652389854,0.642996399,9.29009E-05,0.058990334,0.03755696
0.0094,0.009978469,6.33612751,6.24391351,8.895676889,0.001121721,0.71227042,0.701904261,2.14747E-06,1.267809037,0.001027498,0.652440461,0.642945048,9.38988E-05,0.059623962,0.03795553
0.0095,0.009978242,6.335983528,6.242788528,8.894784732,0.001121808,0.712325674,0.701848186,2.14738E-06,1.267556396,0.001027577,0.652491074,0.642893684,9.48967E-05,0.060257576,0.038353989
0.0096,0.009978016,6.335839581,6.241663581,8.893892681,0.001121895,0.712380935,0.701792095,2.14728E-06,1.267303811,0.001027657,0.652541693,0.642842305,9.58945E-05,0.060891175,0.038752336
0.0097,0.00997779,6.335695669,6.240538669,8.893000734,0.001121982,0.712436202,0.701735989,2.14719E-06,1.26705128,0.001027737,0.652592318,0.642790912,9.68923E-05,0.06152476,0.039150571
0.0098,0.009977563,6.335551792,6.239413792,8.892108891,0.001122069,0.712491476,0.701679868,2.14709E-06,1.266798804,0.001027817,0.652642949,0.642739504,9.78901E-05,0.062158331,0.039548695
0.0099,0.009977337,6.335407951,6.238288951,8.891217154,0.001122157,0.712546757,0.701623731,2.147E-06,1.266546383,0.001027897,0.652693586,0.642688082,9.88878E-05,0.062791888,0.039946707
0.01,0.009977111,6.335264144,6.237164144,8.890325522,0.001122244,0.712602045,0.701567578,2.1469E-06,1.266294017,0.001027976,0.65274423,0.642636647,9.98856E-05,0.06342543,0.040344608
0.0101,0.009976885,6.335120373,6.236039373,8.889433994,0.001122331,0.712657339,0.70151141,2.1468E-06,1.266041705,0.001028056,0.652794879,0.642585196,0.000100883,0.064058959,0.040742397
0.0102,0.009976659,6.334976637,6.234914637,8.888542572,0.001122418,0.712712639,0.701455226,2.14671E-06,1.265789448,0.001028136,0.652845535,0.642533732,0.000101881,0.064692473,0.041140074
0.0103,0.009976433,6.334832935,6.233789935,8.887651254,0.001122505,0.712767947,0.701399026,2.14661E-06,1.265537247,0.001028216,0.652896196,0.642482253,0.000102879,0.065325973,0.041537639
0.0104,0.009976207,6.334689269,6.232665269,8.886760041,0.001122592,0.712823261,0.701342811,2.14652E-06,1.2652851,0.001028296,0.652946864,0.64243076,0.000103876,0.065959459,0.041935093
0.0105,0.009975981,6.334545638,6.231540638,8.885868933,0.001122679,0.712878581,0.70128658,2.14642E-06,1.265033007,0.001028375,0.652997538,0.642379252,0.000104874,0.06659293,0.042332436
0.0106,0.009975755,6.334402042,6.230416042,8.88497793,0.001122766,0.712933909,0.701230334,2.14633E-06,1.26478097,0.001028455,0.653048217,0.642327731,0.000105872,0.067226388,0.042729667
0.0107,0.00997553,6.334258481,6.229291481,8.884087031,0.001122854,0.712989242,0.701174072,2.14623E-06,1.264528987,0.001028535,0.653098903,0.642276195,0.000106869,0.067859831,0.043126786
0.0108,0.009975304,6.334114956,6.228166956,8.883196238,0.001122941,0.713044583,0.701117795,2.14614E-06,1.264277059,0.001028615,0.653149595,0.642224644,0.000107867,0.06849326,0.043523794
0.0109,0.009975078,6.333971465,6.227042465,8.88230555,0.001123028,0.71309993,0.701061501,2.14604E-06,1.264025186,0.001028695,0.653200293,0.64217308,0.000108864,0.069126675,0.04392069
0.011,0.009974853,6.333828009,6.225918009,8.881414966,0.001123115,0.713155284,0.701005193,2.14595E-06,1.263773367,0.001028775,0.653250997,0.642121501,0.000109862,0.069760076,0.044317474
0.0111,0.009974627,6.333684588,6.224793588,8.880524488,0.001123202,0.713210644,0.700948868,2.14585E-06,1.263521604,0.001028855,0.653301707,0.642069908,0.000110859,0.070393462,0.044714148
0.0112,0.009974402,6.333541203,6.223669203,8.879634114,0.00112329,0.713266011,0.700892528,2.14576E-06,1.263269895,0.001028935,0.653352423,0.6420183,0.000111857,0.071026835,0.045110709
0.0113,0.009974176,6.333397852,6.222544852,8.878743845,0.001123377,0.713321384,0.700836172,2.14566E-06,1.26301824,0.001029014,0.653403146,0.641966678,0.000112854,0.071660193,0.045507159
0.0114,0.009973951,6.333254536,6.221420536,8.877853681,0.001123464,0.713376765,0.700779801,2.14557E-06,1.262766641,0.001029094,0.653453874,0.641915042,0.000113852,0.072293537,0.045903498
0.0115,0.009973726,6.333111255,6.220296255,8.876963622,0.001123551,0.713432151,0.700723414,2.14547E-06,1.262515096,0.001029174,0.653504608,0.641863391,0.000114849,0.072926867,0.046299725
0.0116,0.0099735,6.332968009,6.219172009,8.876073668,0.001123639,0.713487545,0.700667011,2.14538E-06,1.262263606,0.001029254,0.653555349,0.641811726,0.000115846,0.073560183,0.046695841
0.0117,0.009973275,6.332824799,6.218047799,8.875183819,0.001123726,0.713542945,0.700610593,2.14528E-06,1.26201217,0.001029334,0.653606095,0.641760047,0.000116844,0.074193485,0.047091845
0.0118,0.00997305,6.332681623,6.216923623,8.874294075,0.001123813,0.713598352,0.700554159,2.14519E-06,1.26176079,0.001029414,0.653656848,0.641708354,0.000117841,0.074826773,0.047487738
0.0119,0.009972825,6.332538482,6.215799482,8.873404435,0.001123901,0.713653765,0.700497709,2.14509E-06,1.261509464,0.001029494,0.653707606,0.641656646,0.000118838,0.075460046,0.04788352
0.012,0.0099726,6.332395376,6.214675376,8.872514901,0.001123988,0.713709185,0.700441244,2.145E-06,1.261258192,0.001029574,0.653758371,0.641604923,0.000119836,0.076093306,0.04827919
0.0121,0.009972375,6.332252304,6.213551304,8.871625472,0.001124075,0.713764611,0.700384763,2.1449E-06,1.261006975,0.001029654,0.653809142,0.641553187,0.000120833,0.076726551,0.048674748
0.0122,0.00997215,6.332109268,6.212427268,8.870736147,0.001124163,0.713820044,0.700328266,2.14481E-06,1.260755813,0.001029734,0.653859918,0.641501436,0.00012183,0.077359783,0.049070196
0.0123,0.009971925,6.331966267,6.211303267,8.869846928,0.00112425,0.713875484,0.700271754,2.14472E-06,1.260504706,0.001029814,0.653910701,0.64144967,0.000122827,0.077993,0.049465532
0.0124,0.0099717,6.331823301,6.210179301,8.868957813,0.001124337,0.71393093,0.700215226,2.14462E-06,1.260253653,0.001029894,0.65396149,0.641397891,0.000123825,0.078626203,0.049860756
0.0125,0.009971476,6.331680369,6.209055369,8.868068803,0.001124425,0.713986383,0.700158682,2.14453E-06,1.260002655,0.001029974,0.654012285,0.641346097,0.000124822,0.079259392,0.050255869
0.0126,0.009971251,6.331537472,6.207931472,8.867179899,0.001124512,0.714041842,0.700102123,2.14443E-06,1.259751711,0.001030054,0.654063086,0.641294288,0.000125819,0.079892567,0.050650871
0.0127,0.009971026,6.331394611,6.206807611,8.866291099,0.001124599,0.714097309,0.700045548,2.14434E-06,1.259500822,0.001030134,0.654113893,0.641242465,0.000126816,0.080525728,0.051045762
0.0128,0.009970802,6.331251784,6.205683784,8.865402404,0.001124687,0.714152781,0.699988957,2.14424E-06,1.259249988,0.001030214,0.654164706,0.641190628,0.000127813,0.081158875,0.051440541
0.0129,0.009970577,6.331108992,6.204559992,8.864513814,0.001124774,0.714208261,0.699932351,2.14415E-06,1.258999208,0.001030294,0.654215525,0.641138777,0.00012881,0.081792008,0.051835209
0.013,0.009970353,6.330966234,6.203436234,8.86362533,0.001124862,0.714263746,0.699875728,2.14405E-06,1.258748483,0.001030375,0.65426635,0.641086911,0.000129807,0.082425127,0.052229765
0.0131,0.009970128,6.330823512,6.202312512,8.86273695,0.001124949,0.714319239,0.699819091,2.14396E-06,1.258497812,0.001030455,0.654317181,0.64103503,0.000130804,0.083058231,0.052624211
0.0132,0.009969904,6.330680824,6.201188824,8.861848675,0.001125037,0.714374738,0.699762437,2.14386E-06,1.258247196,0.001030535,0.654368019,0.640983135,0.000131801,0.083691322,0.053018545
0.0133,0.00996968,6.330538172,6.200065172,8.860960505,0.001125124,0.714430244,0.699705768,2.14377E-06,1.257996635,0.001030615,0.654418862,0.640931226,0.000132798,0.084324399,0.053412768
0.0134,0.009969455,6.330395554,6.198941554,8.86007244,0.001125211,0.714485756,0.699649083,2.14367E-06,1.257746128,0.001030695,0.654469711,0.640879303,0.000133795,0.084957461,0.053806879
0.0135,0.009969231,6.330252971,6.197817971,8.85918448,0.001125299,0.714541275,0.699592382,2.14358E-06,1.257495675,0.001030775,0.654520566,0.640827365,0.000134792,0.08559051,0.054200879
0.0136,0.009969007,6.330110422,6.196694422,8.858296625,0.001125386,0.7145968,0.699535665,2.14349E-06,1.257245277,0.001030855,0.654571428,0.640775412,0.000135789,0.086223544,0.054594769
0.0137,0.009968783,6.329967909,6.195570909,8.857408875,0.001125474,0.714652332,0.699478933,2.14339E-06,1.256994934,0.001030935,0.654622295,0.640723445,0.000136786,0.086856565,0.054988546
0.0138,0.009968559,6.32982543,6.19444743,8.85652123,0.001125561,0.714707871,0.699422185,2.1433E-06,1.256744645,0.001031015,0.654673168,0.640671464,0.000137783,0.087489571,0.055382213
0.0139,0.009968335,6.329682986,6.193323986,8.85563369,0.001125649,0.714763416,0.699365421,2.1432E-06,1.256494411,0.001031096,0.654724048,0.640619468,0.00013878,0.088122564,0.055775769
0.014,0.009968111,6.329540576,6.192200576,8.854746255,0.001125736,0.714818968,0.699308642,2.14311E-06,1.256244231,0.001031176,0.654774933,0.640567458,0.000139777,0.088755542,0.056169213
0.0141,0.009967887,6.329398202,6.191077202,8.853858925,0.001125824,0.714874526,0.699251846,2.14301E-06,1.255994106,0.001031256,0.654825825,0.640515434,0.000140774,0.089388507,0.056562546
