time,v_x,v_y,v_z,v,vx/v,vy/v,vz/v,F_Mx,F_D,F_Dx,F_Dy,F_Dz,x,y,z
0.6446,0.009113813,5.786025904,-0.537500096,5.810945291,0.001568387,0.995711647,-0.092497876,1.79792E-06,0.544607487,0.001436644,0.912072926,-0.084728153,0.006160385,3.911385218,0.615656883
0.6447,0.009113686,5.785944734,-0.538562266,5.810962815,0.001568361,0.995694675,-0.092680384,1.79787E-06,0.544610705,0.00143662,0.91205738,-0.08489533,0.0061613,3.91196584,0.615472203
0.6448,0.009113558,5.78586355,-0.53962445,5.810980522,0.001568334,0.995677671,-0.092862891,1.79782E-06,0.544613957,0.001436596,0.912041804,-0.085062507,0.006162214,3.91254645,0.615287448
0.6449,0.00911343,5.785782353,-0.540686647,5.810998411,0.001568307,0.995660632,-0.093045396,1.79777E-06,0.544617244,0.001436571,0.912026197,-0.085229681,0.006163129,3.913127048,0.615102617
0.645,0.009113303,5.785701141,-0.541748859,5.811016483,0.00156828,0.99564356,-0.093227899,1.79772E-06,0.544620564,0.001436546,0.912010559,-0.085396855,0.006164043,3.913707633,0.614917711
0.6451,0.009113175,5.785619915,-0.542811085,5.811034738,0.001568253,0.995626455,-0.093410401,1.79767E-06,0.544623918,0.001436522,0.91199489,-0.085564026,0.006164958,3.914288205,0.61473273
0.6452,0.009113047,5.785538675,-0.543873325,5.811053175,0.001568226,0.995609316,-0.093592901,1.79762E-06,0.544627306,0.001436497,0.91197919,-0.085731197,0.006165872,3.914868764,0.614547673
0.6453,0.009112919,5.785457421,-0.544935579,5.811071795,0.001568199,0.995592143,-0.093775399,1.79757E-06,0.544630728,0.001436472,0.91196346,-0.085898365,0.006166787,3.915449311,0.614362541
0.6454,0.009112792,5.785376154,-0.545997846,5.811090597,0.001568172,0.995574937,-0.093957896,1.79752E-06,0.544634184,0.001436448,0.911947699,-0.086065533,0.006167701,3.916029845,0.614177334
0.6455,0.009112664,5.785294872,-0.547060128,5.811109582,0.001568145,0.995557697,-0.094140391,1.79747E-06,0.544637673,0.001436423,0.911931908,-0.086232698,0.006168615,3.916610367,0.613992051
0.6456,0.009112536,5.785213576,-0.548122424,5.81112875,0.001568118,0.995540423,-0.094322884,1.79742E-06,0.544641197,0.001436398,0.911916085,-0.086399862,0.00616953,3.917190876,0.613806693
0.6457,0.009112408,5.785132266,-0.549184734,5.8111481,0.001568091,0.995523116,-0.094505376,1.79737E-06,0.544644754,0.001436373,0.911900232,-0.086567024,0.006170444,3.917771372,0.61362126
0.6458,0.00911228,5.785050941,-0.550247059,5.811167633,0.001568064,0.995505776,-0.094687865,1.79732E-06,0.544648346,0.001436348,0.911884348,-0.086734185,0.006171358,3.918351856,0.613435751
0.6459,0.009112152,5.784969603,-0.551309397,5.811187348,0.001568036,0.995488401,-0.094870353,1.79728E-06,0.544651971,0.001436323,0.911868433,-0.086901344,0.006172273,3.918932326,0.613250167
0.646,0.009112024,5.784888251,-0.552371749,5.811207246,0.001568009,0.995470994,-0.095052839,1.79723E-06,0.54465563,0.001436298,0.911852487,-0.087068502,0.006173187,3.919512785,0.613064508
0.6461,0.009111896,5.784806885,-0.553434115,5.811227326,0.001567981,0.995453552,-0.095235324,1.79718E-06,0.544659323,0.001436273,0.911836511,-0.087235658,0.006174101,3.92009323,0.612878773
0.6462,0.009111768,5.784725504,-0.554496496,5.811247589,0.001567954,0.995436077,-0.095417806,1.79713E-06,0.54466305,0.001436247,0.911820504,-0.087402812,0.006175015,3.920673663,0.612692963
0.6463,0.00911164,5.78464411,-0.55555889,5.811268035,0.001567926,0.995418569,-0.095600287,1.79708E-06,0.544666811,0.001436222,0.911804466,-0.087569964,0.00617593,3.921254083,0.612507078
0.6464,0.009111512,5.784562701,-0.556621299,5.811288664,0.001567899,0.995401026,-0.095782765,1.79703E-06,0.544670606,0.001436197,0.911788397,-0.087737115,0.006176844,3.92183449,0.612321118
0.6465,0.009111384,5.784481278,-0.557683722,5.811309474,0.001567871,0.995383451,-0.095965242,1.79698E-06,0.544674434,0.001436172,0.911772298,-0.087904264,0.006177758,3.922414885,0.612135082
0.6466,0.009111256,5.784399841,-0.558746159,5.811330468,0.001567843,0.995365841,-0.096147717,1.79693E-06,0.544678297,0.001436146,0.911756168,-0.088071411,0.006178672,3.922995267,0.611948972
0.6467,0.009111128,5.78431839,-0.55980861,5.811351644,0.001567816,0.995348199,-0.09633019,1.79688E-06,0.544682194,0.001436121,0.911740007,-0.088238557,0.006179586,3.923575636,0.611762785
0.6468,0.009111,5.784236925,-0.560871075,5.811373003,0.001567788,0.995330522,-0.096512661,1.79683E-06,0.544686124,0.001436095,0.911723815,-0.0884057,0.0061805,3.924155993,0.611576524
0.6469,0.009110872,5.784155446,-0.561933554,5.811394544,0.00156776,0.995312812,-0.096695131,1.79678E-06,0.544690088,0.00143607,0.911707593,-0.088572842,0.006181415,3.924736336,0.611390188
0.647,0.009110744,5.784073952,-0.562996048,5.811416268,0.001567732,0.995295068,-0.096877598,1.79673E-06,0.544694087,0.001436044,0.91169134,-0.088739982,0.006182329,3.925316667,0.611203776
0.6471,0.009110616,5.783992445,-0.564058555,5.811438175,0.001567704,0.995277291,-0.097060063,1.79668E-06,0.544698119,0.001436019,0.911675056,-0.088907121,0.006183243,3.925896986,0.611017289
0.6472,0.009110487,5.783910923,-0.565121077,5.811460264,0.001567676,0.99525948,-0.097242526,1.79663E-06,0.544702185,0.001435993,0.911658741,-0.089074257,0.006184157,3.926477291,0.610830727
0.6473,0.009110359,5.783829387,-0.566183613,5.811482536,0.001567648,0.995241636,-0.097424987,1.79658E-06,0.544706285,0.001435967,0.911642396,-0.089241392,0.006185071,3.927057584,0.61064409
0.6474,0.009110231,5.783747837,-0.567246163,5.81150499,0.00156762,0.995223758,-0.097607447,1.79653E-06,0.544710418,0.001435942,0.911626019,-0.089408525,0.006185985,3.927637864,0.610457378
0.6475,0.009110103,5.783666273,-0.568308727,5.811527627,0.001567592,0.995205847,-0.097789904,1.79648E-06,0.544714586,0.001435916,0.911609612,-0.089575656,0.006186899,3.928218132,0.61027059
0.6476,0.009109974,5.783584694,-0.569371306,5.811550446,0.001567564,0.995187902,-0.097972359,1.79643E-06,0.544718788,0.00143589,0.911593175,-0.089742785,0.006187813,3.928798386,0.610083728
0.6477,0.009109846,5.783503102,-0.570433898,5.811573449,0.001567535,0.995169923,-0.098154812,1.79638E-06,0.544723023,0.001435864,0.911576706,-0.089909912,0.006188727,3.929378628,0.60989679
0.6478,0.009109718,5.783421495,-0.571496505,5.811596633,0.001567507,0.995151911,-0.098337263,1.79633E-06,0.544727293,0.001435838,0.911560207,-0.090077037,0.006189641,3.929958857,0.609709777
0.6479,0.00910959,5.783339874,-0.572559126,5.811620001,0.001567479,0.995133865,-0.098519712,1.79628E-06,0.544731596,0.001435812,0.911543677,-0.09024416,0.006190554,3.930539074,0.609522689
0.648,0.009109461,5.783258239,-0.573621761,5.811643551,0.00156745,0.995115786,-0.098702158,1.79623E-06,0.544735934,0.001435786,0.911527117,-0.090411282,0.006191468,3.931119277,0.609335526
0.6481,0.009109333,5.783176589,-0.574684411,5.811667284,0.001567422,0.995097673,-0.098884603,1.79618E-06,0.544740305,0.00143576,0.911510525,-0.090578401,0.006192382,3.931699468,0.609148288
0.6482,0.009109204,5.783094926,-0.575747074,5.811691199,0.001567393,0.995079526,-0.099067045,1.79613E-06,0.54474471,0.001435734,0.911493903,-0.090745519,0.006193296,3.932279646,0.608960975
0.6483,0.009109076,5.783013248,-0.576809752,5.811715297,0.001567364,0.995061346,-0.099249485,1.79609E-06,0.544749149,0.001435707,0.91147725,-0.090912634,0.00619421,3.932859812,0.608773587
0.6484,0.009108947,5.782931556,-0.577872444,5.811739577,0.001567336,0.995043133,-0.099431923,1.79604E-06,0.544753622,0.001435681,0.911460566,-0.091079747,0.006195124,3.933439964,0.608586123
0.6485,0.009108819,5.782849849,-0.578935151,5.81176404,0.001567307,0.995024886,-0.099614359,1.79599E-06,0.544758129,0.001435655,0.911443852,-0.091246859,0.006196037,3.934020104,0.608398585
0.6486,0.00910869,5.782768129,-0.579997871,5.811788686,0.001567278,0.995006605,-0.099796793,1.79594E-06,0.54476267,0.001435629,0.911427107,-0.091413968,0.006196951,3.934600231,0.608210971
0.6487,0.009108562,5.782686394,-0.581060606,5.811813514,0.00156725,0.994988291,-0.099979224,1.79589E-06,0.544767245,0.001435602,0.911410331,-0.091581075,0.006197865,3.935180345,0.608023283
0.6488,0.009108433,5.782604645,-0.582123355,5.811838525,0.001567221,0.994969943,-0.100161653,1.79584E-06,0.544771853,0.001435576,0.911393524,-0.091748181,0.006198779,3.935760446,0.607835519
0.6489,0.009108305,5.782522882,-0.583186118,5.811863719,0.001567192,0.994951561,-0.10034408,1.79579E-06,0.544776496,0.001435549,0.911376687,-0.091915284,0.006199692,3.936340535,0.607647681
0.649,0.009108176,5.782441104,-0.584248896,5.811889095,0.001567163,0.994933146,-0.100526505,1.79574E-06,0.544781172,0.001435523,0.911359819,-0.092082385,0.006200606,3.93692061,0.607459767
0.6491,0.009108048,5.782359312,-0.585311688,5.811914654,0.001567134,0.994914698,-0.100708927,1.79569E-06,0.544785883,0.001435496,0.91134292,-0.092249484,0.00620152,3.937500673,0.607271779
0.6492,0.009107919,5.782277506,-0.586374494,5.811940395,0.001567105,0.994896216,-0.100891347,1.79564E-06,0.544790627,0.00143547,0.91132599,-0.092416581,0.006202433,3.938080723,0.607083715
0.6493,0.00910779,5.782195686,-0.587437314,5.811966319,0.001567076,0.9948777,-0.101073764,1.79559E-06,0.544795405,0.001435443,0.91130903,-0.092583676,0.006203347,3.93866076,0.606895577
0.6494,0.009107662,5.782113851,-0.588500149,5.811992426,0.001567046,0.994859151,-0.10125618,1.79554E-06,0.544800217,0.001435416,0.911292039,-0.092750768,0.006204261,3.939240785,0.606707363
0.6495,0.009107533,5.782032002,-0.589562998,5.812018715,0.001567017,0.994840568,-0.101438592,1.79549E-06,0.544805063,0.001435389,0.911275017,-0.092917858,0.006205174,3.939820796,0.606519075
0.6496,0.009107404,5.781950139,-0.590625861,5.812045187,0.001566988,0.994821952,-0.101621003,1.79544E-06,0.544809943,0.001435363,0.911257965,-0.093084947,0.006206088,3.940400795,0.606330711
0.6497,0.009107275,5.781868261,-0.591688739,5.812071842,0.001566959,0.994803302,-0.101803411,1.79539E-06,0.544814857,0.001435336,0.911240881,-0.093252033,0.006207001,3.940980781,0.606142273
0.6498,0.009107147,5.781786369,-0.592751631,5.812098679,0.001566929,0.994784619,-0.101985817,1.79534E-06,0.544819805,0.001435309,0.911223767,-0.093419116,0.006207915,3.941560754,0.60595376
0.6499,0.009107018,5.781704463,-0.593814537,5.812125699,0.0015669,0.994765902,-0.10216822,1.79529E-06,0.544824787,0.001435282,0.911206623,-0.093586198,0.006208828,3.942140714,0.605765171
0.65,0.009106889,5.781622542,-0.594877458,5.812152901,0.00156687,0.994747151,-0.102350621,1.79524E-06,0.544829803,0.001435255,0.911189447,-0.093753277,0.006209742,3.942720662,0.605576508
0.6501,0.00910676,5.781540607,-0.595940393,5.812180286,0.001566841,0.994728367,-0.102533019,1.79519E-06,0.544834852,0.001435228,0.911172241,-0.093920354,0.006210655,3.943300596,0.60538777
0.6502,0.009106631,5.781458658,-0.597003342,5.812207854,0.001566811,0.99470955,-0.102715415,1.79514E-06,0.544839936,0.001435201,0.911155004,-0.094087429,0.006211569,3.943880518,0.605198957
0.6503,0.009106502,5.781376695,-0.598066305,5.812235604,0.001566781,0.994690699,-0.102897808,1.79509E-06,0.544845053,0.001435173,0.911137736,-0.094254502,0.006212482,3.944460427,0.60501007
0.6504,0.009106373,5.781294717,-0.599129283,5.812263537,0.001566752,0.994671814,-0.103080199,1.79504E-06,0.544850205,0.001435146,0.911120438,-0.094421572,0.006213395,3.945040323,0.604821107
0.6505,0.009106245,5.781212724,-0.600192276,5.812291653,0.001566722,0.994652896,-0.103262588,1.79499E-06,0.54485539,0.001435119,0.911103109,-0.09458864,0.006214309,3.945620206,0.604632069
0.6506,0.009106116,5.781130718,-0.601255282,5.812319951,0.001566692,0.994633944,-0.103444973,1.79494E-06,0.544860609,0.001435092,0.911085749,-0.094755705,0.006215222,3.946200076,0.604442957
0.6507,0.009105987,5.781048697,-0.602318303,5.812348432,0.001566662,0.994614959,-0.103627357,1.79489E-06,0.544865862,0.001435064,0.911068359,-0.094922769,0.006216135,3.946779933,0.60425377
0.6508,0.009105858,5.780966661,-0.603381339,5.812377095,0.001566632,0.99459594,-0.103809737,1.79484E-06,0.544871149,0.001435037,0.911050937,-0.09508983,0.006217049,3.947359778,0.604064508
0.6509,0.009105729,5.780884611,-0.604444389,5.812405941,0.001566602,0.994576888,-0.103992115,1.79479E-06,0.54487647,0.001435009,0.911033485,-0.095256888,0.006217962,3.947939609,0.603875171
0.651,0.0091056,5.780802547,-0.605507453,5.81243497,0.001566572,0.994557802,-0.104174491,1.79474E-06,0.544881825,0.001434982,0.911016003,-0.095423944,0.006218875,3.948519428,0.603685759
0.6511,0.00910547,5.780720469,-0.606570531,5.812464181,0.001566542,0.994538682,-0.104356864,1.79469E-06,0.544887214,0.001434954,0.910998489,-0.095590998,0.006219789,3.949099234,0.603496272
0.6512,0.009105341,5.780638376,-0.607633624,5.812493575,0.001566512,0.99451953,-0.104539234,1.79464E-06,0.544892637,0.001434927,0.910980945,-0.095758049,0.006220702,3.949679027,0.603306711
0.6513,0.009105212,5.780556268,-0.608696732,5.812523152,0.001566482,0.994500343,-0.104721601,1.79459E-06,0.544898094,0.001434899,0.91096337,-0.095925098,0.006221615,3.950258807,0.603117075
0.6514,0.009105083,5.780474147,-0.609759853,5.812552911,0.001566452,0.994481123,-0.104903966,1.79454E-06,0.544903584,0.001434871,0.910945765,-0.096092144,0.006222528,3.950838574,0.602927364
0.6515,0.009104954,5.78039201,-0.61082299,5.812582853,0.001566421,0.99446187,-0.105086328,1.79449E-06,0.544909109,0.001434844,0.910928129,-0.096259188,0.006223441,3.951418328,0.602737578
0.6516,0.009104825,5.78030986,-0.61188614,5.812612977,0.001566391,0.994442582,-0.105268688,1.79444E-06,0.544914668,0.001434816,0.910910462,-0.09642623,0.006224355,3.951998069,0.602547718
0.6517,0.009104696,5.780227695,-0.612949305,5.812643284,0.001566361,0.994423262,-0.105451044,1.79439E-06,0.54492026,0.001434788,0.910892764,-0.096593269,0.006225268,3.952577798,0.602357783
0.6518,0.009104566,5.780145515,-0.614012485,5.812673774,0.00156633,0.994403908,-0.105633398,1.79434E-06,0.544925886,0.00143476,0.910875036,-0.096760305,0.006226181,3.953157513,0.602167773
0.6519,0.009104437,5.780063321,-0.615075679,5.812704446,0.0015663,0.99438452,-0.10581575,1.79429E-06,0.544931547,0.001434732,0.910857276,-0.096927339,0.006227094,3.953737215,0.601977688
0.652,0.009104308,5.779981113,-0.616138887,5.812735301,0.001566269,0.994365099,-0.105998098,1.79424E-06,0.544937241,0.001434704,0.910839487,-0.09709437,0.006228007,3.954316905,0.601787529
0.6521,0.009104179,5.77989889,-0.61720211,5.812766339,0.001566239,0.994345644,-0.106180444,1.79419E-06,0.544942969,0.001434676,0.910821666,-0.097261399,0.00622892,3.954896582,0.601597295
0.6522,0.009104049,5.779816653,-0.618265347,5.812797559,0.001566208,0.994326156,-0.106362787,1.79414E-06,0.544948731,0.001434648,0.910803815,-0.097428426,0.006229833,3.955476245,0.601406986
0.6523,0.00910392,5.779734401,-0.619328599,5.812828962,0.001566177,0.994306634,-0.106545127,1.79409E-06,0.544954527,0.00143462,0.910785933,-0.097595449,0.006230746,3.956055896,0.601216602
0.6524,0.009103791,5.779652135,-0.620391865,5.812860548,0.001566146,0.994287079,-0.106727464,1.79404E-06,0.544960358,0.001434592,0.91076802,-0.09776247,0.006231659,3.956635534,0.601026144
0.6525,0.009103661,5.779569854,-0.621455146,5.812892316,0.001566116,0.99426749,-0.106909798,1.79399E-06,0.544966221,0.001434564,0.910750077,-0.097929489,0.006232572,3.957215158,0.600835611
0.6526,0.009103532,5.779487559,-0.622518441,5.812924267,0.001566085,0.994247868,-0.10709213,1.79394E-06,0.544972119,0.001434535,0.910732103,-0.098096505,0.006233485,3.95779477,0.600645004
0.6527,0.009103402,5.779405249,-0.623581751,5.8129564,0.001566054,0.994228212,-0.107274459,1.79389E-06,0.544978051,0.001434507,0.910714098,-0.098263518,0.006234398,3.958374369,0.600454321
0.6528,0.009103273,5.779322925,-0.624645075,5.812988716,0.001566023,0.994208523,-0.107456784,1.79384E-06,0.544984017,0.001434479,0.910696063,-0.098430529,0.006235311,3.958953955,0.600263565
0.6529,0.009103143,5.779240587,-0.625708413,5.813021215,0.001565992,0.9941888,-0.107639107,1.79379E-06,0.544990017,0.00143445,0.910677997,-0.098597536,0.006236224,3.959533528,0.600072733
0.653,0.009103014,5.779158233,-0.626771767,5.813053896,0.001565961,0.994169044,-0.107821427,1.79374E-06,0.54499605,0.001434422,0.9106599,-0.098764542,0.006237137,3.960113088,0.599881827
0.6531,0.009102884,5.779075866,-0.627835134,5.81308676,0.00156593,0.994149254,-0.108003744,1.79369E-06,0.545002118,0.001434393,0.910641772,-0.098931544,0.006238049,3.960692635,0.599690846
0.6532,0.009102755,5.778993483,-0.628898517,5.813119807,0.001565898,0.994129431,-0.108186058,1.79364E-06,0.545008219,0.001434365,0.910623614,-0.099098544,0.006238962,3.961272169,0.599499791
0.6533,0.009102625,5.778911087,-0.629961913,5.813153036,0.001565867,0.994109574,-0.108368369,1.79359E-06,0.545014355,0.001434336,0.910605425,-0.099265541,0.006239875,3.96185169,0.599308661
0.6534,0.009102496,5.778828675,-0.631025325,5.813186448,0.001565836,0.994089683,-0.108550677,1.79354E-06,0.545020524,0.001434307,0.910587206,-0.099432535,0.006240788,3.962431198,0.599117456
0.6535,0.009102366,5.77874625,-0.63208875,5.813220042,0.001565804,0.99406976,-0.108732982,1.79349E-06,0.545026728,0.001434279,0.910568955,-0.099599527,0.006241701,3.963010693,0.598926177
0.6536,0.009102236,5.778663809,-0.633152191,5.813253819,0.001565773,0.994049802,-0.108915284,1.79344E-06,0.545032965,0.00143425,0.910550674,-0.099766516,0.006242613,3.963590175,0.598734823
0.6537,0.009102107,5.778581354,-0.634215646,5.813287779,0.001565742,0.994029811,-0.109097583,1.79339E-06,0.545039236,0.001434221,0.910532363,-0.099933502,0.006243526,3.964169644,0.598543395
0.6538,0.009101977,5.778498885,-0.635279115,5.813321922,0.00156571,0.994009787,-0.109279879,1.79334E-06,0.545045541,0.001434192,0.91051402,-0.100100485,0.006244439,3.9647491,0.598351892
0.6539,0.009101847,5.778416401,-0.636342599,5.813356247,0.001565679,0.993989729,-0.109462172,1.79329E-06,0.545051881,0.001434163,0.910495647,-0.100267465,0.006245351,3.965328543,0.598160315
0.654,0.009101718,5.778333902,-0.637406098,5.813390754,0.001565647,0.993969638,-0.109644461,1.79324E-06,0.545058254,0.001434134,0.910477244,-0.100434443,0.006246264,3.965907974,0.597968663
0.6541,0.009101588,5.778251389,-0.638469611,5.813425445,0.001565615,0.993949513,-0.109826748,1.79319E-06,0.545064661,0.001434105,0.910458809,-0.100601418,0.006247177,3.966487391,0.597776937
0.6542,0.009101458,5.778168861,-0.639533139,5.813460318,0.001565584,0.993929355,-0.110009031,1.79314E-06,0.545071102,0.001434076,0.910440344,-0.10076839,0.006248089,3.967066794,0.597585136
0.6543,0.009101328,5.778086319,-0.640596681,5.813495373,0.001565552,0.993909163,-0.110191312,1.79309E-06,0.545077577,0.001434047,0.910421849,-0.100935359,0.006249002,3.967646185,0.59739326
0.6544,0.009101198,5.778003762,-0.641660238,5.813530611,0.00156552,0.993888937,-0.110373589,1.79304E-06,0.545084086,0.001434018,0.910403322,-0.101102325,0.006249915,3.968225563,0.59720131
0.6545,0.009101069,5.777921191,-0.642723809,5.813566032,0.001565488,0.993868679,-0.110555863,1.79299E-06,0.545090628,0.001433989,0.910384765,-0.101269288,0.006250827,3.968804928,0.597009286
0.6546,0.009100939,5.777838605,-0.643787395,5.813601636,0.001565456,0.993848386,-0.110738134,1.79294E-06,0.545097205,0.00143396,0.910366177,-0.101436248,0.00625174,3.96938428,0.596817187
0.6547,0.009100809,5.777756004,-0.644850996,5.813637422,0.001565424,0.993828061,-0.110920401,1.79289E-06,0.545103816,0.00143393,0.910347559,-0.101603205,0.006252652,3.969963619,0.596625014
0.6548,0.009100679,5.777673388,-0.645914612,5.813673391,0.001565392,0.993807701,-0.111102666,1.79284E-06,0.545110461,0.001433901,0.91032891,-0.10177016,0.006253565,3.970542945,0.596432766
0.6549,0.009100549,5.777590759,-0.646978241,5.813709542,0.00156536,0.993787309,-0.111284927,1.79279E-06,0.545117139,0.001433872,0.91031023,-0.101937111,0.006254477,3.971122257,0.596240444
0.655,0.009100419,5.777508114,-0.648041886,5.813745876,0.001565328,0.993766882,-0.111467185,1.79274E-06,0.545123852,0.001433842,0.91029152,-0.10210406,0.00625539,3.971701557,0.596048047
0.6551,0.009100289,5.777425455,-0.649105545,5.813782393,0.001565296,0.993746423,-0.111649439,1.79269E-06,0.545130598,0.001433813,0.910272778,-0.102271005,0.006256302,3.972280844,0.595855576
0.6552,0.009100159,5.777342781,-0.650169219,5.813819092,0.001565264,0.993725929,-0.111831691,1.79264E-06,0.545137379,0.001433783,0.910254007,-0.102437948,0.006257214,3.972860117,0.59566303
0.6553,0.009100029,5.777260092,-0.651232908,5.813855974,0.001565231,0.993705403,-0.112013939,1.79259E-06,0.545144193,0.001433753,0.910235204,-0.102604887,0.006258127,3.973439378,0.59547041
0.6554,0.009099899,5.777177389,-0.652296611,5.813893038,0.001565199,0.993684843,-0.112196184,1.79254E-06,0.545151042,0.001433724,0.910216371,-0.102771823,0.006259039,3.974018625,0.595277716
0.6555,0.009099769,5.777094671,-0.653360329,5.813930286,0.001565166,0.993664249,-0.112378425,1.79249E-06,0.545157924,0.001433694,0.910197507,-0.102938757,0.006259952,3.974597859,0.595084947
0.6556,0.009099639,5.777011939,-0.654424061,5.813967715,0.001565134,0.993643622,-0.112560663,1.79244E-06,0.54516484,0.001433664,0.910178613,-0.103105687,0.006260864,3.975177081,0.594892104
0.6557,0.009099509,5.776929192,-0.655487808,5.814005328,0.001565102,0.993622961,-0.112742898,1.79239E-06,0.545171791,0.001433635,0.910159688,-0.103272614,0.006261776,3.975756289,0.594699187
0.6558,0.009099378,5.77684643,-0.65655157,5.814043123,0.001565069,0.993602267,-0.112925129,1.79234E-06,0.545178775,0.001433605,0.910140732,-0.103439538,0.006262689,3.976335484,0.594506195
0.6559,0.009099248,5.776763653,-0.657615347,5.814081101,0.001565036,0.99358154,-0.113107357,1.79229E-06,0.545185793,0.001433575,0.910121746,-0.103606459,0.006263601,3.976914666,0.594313129
0.656,0.009099118,5.776680862,-0.658679138,5.814119261,0.001565004,0.993560779,-0.113289582,1.79224E-06,0.545192845,0.001433545,0.910102729,-0.103773377,0.006264513,3.977493835,0.594119988
0.6561,0.009098988,5.776598056,-0.659742944,5.814157604,0.001564971,0.993539985,-0.113471803,1.79219E-06,0.545199931,0.001433515,0.910083681,-0.103940292,0.006265425,3.97807299,0.593926773
0.6562,0.009098858,5.776515236,-0.660806764,5.81419613,0.001564938,0.993519157,-0.11365402,1.79214E-06,0.545207051,0.001433485,0.910064603,-0.104107203,0.006266337,3.978652133,0.593733484
0.6563,0.009098727,5.7764324,-0.6618706,5.814234838,0.001564905,0.993498295,-0.113836234,1.79209E-06,0.545214205,0.001433455,0.910045494,-0.104274112,0.00626725,3.979231262,0.593540121
0.6564,0.009098597,5.77634955,-0.66293445,5.814273729,0.001564872,0.993477401,-0.114018445,1.79204E-06,0.545221393,0.001433425,0.910026354,-0.104441017,0.006268162,3.979810379,0.593346683
0.6565,0.009098467,5.776266686,-0.663998314,5.814312803,0.00156484,0.993456472,-0.114200652,1.79198E-06,0.545228615,0.001433395,0.910007184,-0.104607919,0.006269074,3.980389482,0.593153171
0.6566,0.009098336,5.776183806,-0.665062194,5.814352059,0.001564807,0.993435511,-0.114382856,1.79193E-06,0.545235871,0.001433364,0.909987983,-0.104774818,0.006269986,3.980968572,0.592959584
0.6567,0.009098206,5.776100912,-0.666126088,5.814391498,0.001564774,0.993414515,-0.114565056,1.79188E-06,0.545243161,0.001433334,0.909968751,-0.104941713,0.006270898,3.981547649,0.592765924
0.6568,0.009098076,5.776018003,-0.667189997,5.814431119,0.00156474,0.993393487,-0.114747253,1.79183E-06,0.545250485,0.001433304,0.909949489,-0.105108605,0.00627181,3.982126713,0.592572189
0.6569,0.009097945,5.775935079,-0.668253921,5.814470923,0.001564707,0.993372425,-0.114929446,1.79178E-06,0.545257843,0.001433274,0.909930196,-0.105275494,0.006272722,3.982705764,0.59237838
0.657,0.009097815,5.775852141,-0.669317859,5.81451091,0.001564674,0.993351329,-0.115111635,1.79173E-06,0.545265235,0.001433243,0.909910872,-0.10544238,0.006273634,3.983284802,0.592184496
0.6571,0.009097684,5.775769188,-0.670381812,5.814551079,0.001564641,0.9933302,-0.115293821,1.79168E-06,0.54527266,0.001433213,0.909891518,-0.105609263,0.006274546,3.983863826,0.591990539
0.6572,0.009097554,5.77568622,-0.67144578,5.814591431,0.001564608,0.993309038,-0.115476003,1.79163E-06,0.54528012,0.001433182,0.909872133,-0.105776142,0.006275458,3.984442838,0.591796507
0.6573,0.009097423,5.775603237,-0.672509763,5.814631966,0.001564574,0.993287842,-0.115658182,1.79158E-06,0.545287614,0.001433152,0.909852718,-0.105943018,0.00627637,3.985021836,0.591602401
0.6574,0.009097293,5.77552024,-0.67357376,5.814672683,0.001564541,0.993266613,-0.115840357,1.79153E-06,0.545295141,0.001433121,0.909833272,-0.10610989,0.006277282,3.985600821,0.59140822
0.6575,0.009097162,5.775437227,-0.674637773,5.814713583,0.001564507,0.99324535,-0.116022529,1.79148E-06,0.545302703,0.00143309,0.909813795,-0.106276759,0.006278194,3.986179793,0.591213966
0.6576,0.009097032,5.7753542,-0.6757018,5.814754665,0.001564474,0.993224054,-0.116204696,1.79143E-06,0.545310299,0.00143306,0.909794288,-0.106443625,0.006279106,3.986758751,0.591019637
0.6577,0.009096901,5.775271159,-0.676765841,5.81479593,0.00156444,0.993202724,-0.11638686,1.79138E-06,0.545317928,0.001433029,0.90977475,-0.106610488,0.006280018,3.987337697,0.590825234
0.6578,0.009096771,5.775188102,-0.677829898,5.814837378,0.001564407,0.993181361,-0.116569021,1.79133E-06,0.545325592,0.001432998,0.909755181,-0.106777347,0.00628093,3.987916629,0.590630757
0.6579,0.00909664,5.775105031,-0.678893969,5.814879009,0.001564373,0.993159965,-0.116751177,1.79128E-06,0.545333289,0.001432967,0.909735582,-0.106944202,0.006281842,3.988495549,0.590436206
0.658,0.009096509,5.775021944,-0.679958056,5.814920822,0.001564339,0.993138535,-0.11693333,1.79123E-06,0.545341021,0.001432936,0.909715952,-0.107111055,0.006282754,3.989074455,0.590241581
0.6581,0.009096379,5.774938843,-0.681022157,5.814962817,0.001564306,0.993117071,-0.117115479,1.79118E-06,0.545348786,0.001432906,0.909696292,-0.107277903,0.006283666,3.989653347,0.590046882
0.6582,0.009096248,5.774855727,-0.682086273,5.815004996,0.001564272,0.993095575,-0.117297625,1.79113E-06,0.545356585,0.001432875,0.909676601,-0.107444749,0.006284577,3.990232227,0.589852108
0.6583,0.009096117,5.774772597,-0.683150403,5.815047356,0.001564238,0.993074044,-0.117479766,1.79108E-06,0.545364419,0.001432844,0.909656879,-0.10761159,0.006285489,3.990811094,0.58965726
0.6584,0.009095986,5.774689451,-0.684214549,5.8150899,0.001564204,0.993052481,-0.117661904,1.79103E-06,0.545372286,0.001432812,0.909637127,-0.107778429,0.006286401,3.991389947,0.589462339
