time,v_x,v_y,v_z,v,vx/v,vy/v,vz/v,F_Mx,F_D,F_Dx,F_Dy,F_Dz,x,y,z,,,,Condition 1
0.0001,0.01,7.087580798,4.138404808,8.20733184,0.001218423,0.863566983,0.504232665,2.16E-06,1.081469621,0.001317687,0.933921458,0.54531231,1.00E-06,0.000708751,0.000413787,,,,
0.0002,0.009999576,7.087279533,7.085317533,10.02154458,0.000997808,0.707204312,0.707008533,2.16E-06,1.081469621,0.001079099,0.764819979,0.764608251,2.00E-06,0.001417491,0.00082746,,,,
0.0003,0.009999479,7.087210724,7.084267724,10.02075372,0.000997877,0.707253259,0.706959569,2.16E-06,1.607971582,0.001079174,0.764872914,0.764555297,3.00E-06,0.002126192,0.001240997,,,,
0.0004,0.009998966,7.086847093,7.082923093,10.01954596,0.000997946,0.707302219,0.706910585,2.16E-06,1.607719392,0.001079248,0.764925863,0.764502322,4.00E-06,0.002834886,0.00165443,,,,
0.0005,0.009998708,7.086663747,7.081758747,10.01859321,0.000998015,0.707351182,0.706861592,2.16E-06,1.607334301,0.001079323,0.764978814,0.764449338,5.00E-06,0.003543561,0.002067747,,,,
0.0006,0.00999845,7.086480524,7.080594524,10.01764069,0.000998084,0.70740015,0.706812586,2.16E-06,1.607030553,0.001079398,0.765031772,0.76439634,6.00E-06,0.004252218,0.002480947,,,,
0.0007,0.009998192,7.086297299,7.079430299,10.01668821,0.000998153,0.707449124,0.706763568,2.16E-06,1.606726904,0.001079473,0.765084736,0.764343328,7.00E-06,0.004960857,0.002894031,,,,
0.0008,0.009997933,7.086114118,7.078266118,10.01573584,0.000998223,0.707498104,0.706714537,2.16E-06,1.606423297,0.001079547,0.765137706,0.764290302,8.00E-06,0.005669478,0.003306999,,,,
0.0009,0.009997675,7.08593098,7.07710198,10.01478358,0.000998292,0.70754709,0.706665493,2.16E-06,1.606119755,0.001079622,0.765190683,0.764237263,9.00E-06,0.00637808,0.00371985,,,,
0.001,0.009997417,7.085747886,7.075937886,10.01383144,0.000998361,0.707596082,0.706616437,2.16E-06,1.605816276,0.001079697,0.765243666,0.76418421,1.00E-05,0.007086664,0.004132585,,,,
0.0011,0.009997159,7.085564837,7.074773837,10.0128794,0.00099843,0.707645079,0.706567367,2.16E-06,1.605512861,0.001079772,0.765296656,0.764131143,1.10E-05,0.00779523,0.004545203,,,,
0.0012,0.009996902,7.085381831,7.073609831,10.01192747,0.000998499,0.707694083,0.706518286,2.16E-06,1.60520951,0.001079847,0.765349652,0.764078063,1.20E-05,0.008503778,0.004957706,,,,
0.0013,0.009996644,7.085198868,7.072445868,10.01097565,0.000998568,0.707743093,0.706469191,2.16E-06,1.604906223,0.001079921,0.765402654,0.764024968,1.30E-05,0.009212307,0.005370092,,,,
0.0014,0.009996386,7.08501595,7.07128195,10.01002394,0.000998638,0.707792108,0.706420083,2.16E-06,1.604602999,0.001079996,0.765455663,0.76397186,1.40E-05,0.009920818,0.005782361,,,,
0.0015,0.009996128,7.084833076,7.070118076,10.00907235,0.000998707,0.70784113,0.706370963,2.16E-06,1.604299839,0.001080071,0.765508678,0.763918738,1.50E-05,0.010629311,0.006194515,,,,
0.0016,0.009995871,7.084650245,7.068954245,10.00812086,0.000998776,0.707890157,0.70632183,2.16E-06,1.603996743,0.001080146,0.7655617,0.763865602,1.60E-05,0.011337785,0.006606552,,,,
0.0017,0.009995613,7.084467458,7.067790458,10.00716948,0.000998845,0.70793919,0.706272685,2.16E-06,1.603693711,0.001080221,0.765614728,0.763812453,1.70E-05,0.012046241,0.007018473,,,,
0.0018,0.009995356,7.084284715,7.066626715,10.00621821,0.000998914,0.707988229,0.706223527,2.16E-06,1.603390742,0.001080296,0.765667762,0.76375929,1.80E-05,0.012754679,0.007430278,,,,
0.0019,0.009995098,7.084102015,7.065463015,10.00526706,0.000998984,0.708037274,0.706174355,2.16E-06,1.603087837,0.00108037,0.765720803,0.763706113,1.90E-05,0.013463099,0.007841966,,,,
0.002,0.009994841,7.08391936,7.06429936,10.00431601,0.000999053,0.708086325,0.706125172,2.16E-06,1.602784995,0.001080445,0.76577385,0.763652922,2.00E-05,0.014171501,0.008253539,,,,
0.0021,0.009994584,7.083736748,7.063135748,10.00336507,0.000999122,0.708135382,0.706075975,2.16E-06,1.602482218,0.00108052,0.765826903,0.763599717,2.10E-05,0.014879884,0.008664995,,,,
0.0022,0.009994326,7.08355418,7.06197218,10.00241425,0.000999191,0.708184445,0.706026766,2.16E-06,1.602179504,0.001080595,0.765879963,0.763546499,2.20E-05,0.015588249,0.009076335,,,,
0.0023,0.009994069,7.083371655,7.060808655,10.00146353,0.000999261,0.708233513,0.705977544,2.16E-06,1.601876853,0.00108067,0.765933029,0.763493267,2.30E-05,0.016296596,0.009487559,,,,
0.0024,0.009993812,7.083189174,7.059645174,10.00051292,0.00099933,0.708282588,0.705928309,2.16E-06,1.601574266,0.001080745,0.765986102,0.763440021,2.40E-05,0.017004925,0.009898667,,,,
0.0025,0.009993555,7.083006737,7.058481737,9.999562427,0.000999399,0.708331668,0.705879061,2.16E-06,1.601271743,0.00108082,0.766039181,0.763386761,2.50E-05,0.017713235,0.010309659,,,,
0.0026,0.009993298,7.082824344,7.057318344,9.998612041,0.000999469,0.708380755,0.705829801,2.16E-06,1.600969284,0.001080895,0.766092266,0.763333487,2.60E-05,0.018421527,0.010720534,,,,
0.0027,0.009993041,7.082641994,7.056154994,9.997661765,0.000999538,0.708429847,0.705780527,2.16E-06,1.600666888,0.00108097,0.766145358,0.7632802,2.70E-05,0.019129802,0.011131294,,,,
0.0028,0.009992784,7.082459688,7.054991688,9.996711599,0.000999607,0.708478945,0.705731241,2.16E-06,1.600364555,0.001081045,0.766198456,0.763226898,2.80E-05,0.019838058,0.011541937,,,,
0.0029,0.009992527,7.082277425,7.053828425,9.995761543,0.000999676,0.708528049,0.705681943,2.16E-06,1.600062287,0.00108112,0.766251561,0.763173583,2.90E-05,0.020546295,0.011952465,,,,
0.003,0.009992271,7.082095206,7.052665206,9.994811597,0.000999746,0.708577159,0.705632631,2.16E-06,1.599760081,0.001081195,0.766304672,0.763120254,3.00E-05,0.021254515,0.012362876,,,,
0.0031,0.009992014,7.081913031,7.051502031,9.993861762,0.000999815,0.708626275,0.705583307,2.16E-06,1.59945794,0.00108127,0.766357789,0.763066912,3.10E-05,0.021962716,0.012773172,,,,
0.0032,0.009991757,7.081730899,7.050338899,9.992912036,0.000999884,0.708675396,0.70553397,2.16E-06,1.599155862,0.001081345,0.766410913,0.763013555,3.20E-05,0.0226709,0.013183351,,,,
0.0033,0.009991501,7.081548811,7.049175811,9.99196242,0.000999954,0.708724524,0.70548462,2.16E-06,1.598853847,0.00108142,0.766464043,0.762960185,3.30E-05,0.023379065,0.013593414,,,,
0.0034,0.009991244,7.081366767,7.048012767,9.991012915,0.001000023,0.708773658,0.705435257,2.16E-06,1.598551896,0.001081495,0.766517179,0.762906801,3.40E-05,0.024087212,0.014003362,,,,
0.0035,0.009990988,7.081184766,7.046849766,9.99006352,0.001000093,0.708822797,0.705385882,2.16E-06,1.598250008,0.00108157,0.766570322,0.762853402,3.50E-05,0.024795341,0.014413193,,,,
0.0036,0.009990732,7.081002808,7.045686808,9.989114234,0.001000162,0.708871942,0.705336494,2.16E-06,1.597948184,0.001081645,0.766623471,0.762799991,3.60E-05,0.025503452,0.014822909,,,,
0.0037,0.009990475,7.080820894,7.044523894,9.988165059,0.001000231,0.708921093,0.705287093,2.16E-06,1.597646424,0.00108172,0.766676626,0.762746565,3.70E-05,0.026211545,0.015232508,,,,
0.0038,0.009990219,7.080639024,7.043361024,9.987215994,0.001000301,0.70897025,0.705237679,2.16E-06,1.597344727,0.001081795,0.766729788,0.762693125,3.80E-05,0.026919619,0.015641992,,,,
0.0039,0.009989963,7.080457197,7.042198197,9.986267039,0.00100037,0.709019413,0.705188252,2.16E-06,1.597043093,0.00108187,0.766782956,0.762639672,3.90E-05,0.027627676,0.016051359,,,,
0.004,0.009989707,7.080275414,7.041035414,9.985318194,0.001000439,0.709068582,0.705138813,2.16E-06,1.596741523,0.001081945,0.766836131,0.762586205,4.00E-05,0.028335714,0.016460611,,,,
0.0041,0.009989451,7.080093674,7.039872674,9.984369459,0.001000509,0.709117757,0.70508936,2.16E-06,1.596440016,0.00108202,0.766889312,0.762532723,4.10E-05,0.029043735,0.016869747,,,,
0.0042,0.009989195,7.079911978,7.038709978,9.983420834,0.001000578,0.709166937,0.705039895,2.16E-06,1.596138573,0.001082095,0.766942499,0.762479228,4.20E-05,0.029751737,0.017278767,,,,
0.0043,0.009988939,7.079730325,7.037547325,9.982472319,0.001000648,0.709216124,0.704990417,2.16E-06,1.595837193,0.00108217,0.766995693,0.762425719,4.30E-05,0.030459721,0.017687671,,,,
0.0044,0.009988683,7.079548716,7.036384716,9.981523914,0.001000717,0.709265316,0.704940926,2.16E-06,1.595535877,0.001082245,0.767048893,0.762372197,4.40E-05,0.031167687,0.01809646,,,,
0.0045,0.009988427,7.07936715,7.03522215,9.98057562,0.001000787,0.709314514,0.704891423,2.16E-06,1.595234624,0.00108232,0.767102099,0.76231866,4.50E-05,0.031875635,0.018505132,,,,
0.0046,0.009988171,7.079185627,7.034059627,9.979627435,0.001000856,0.709363719,0.704841906,2.16E-06,1.594933434,0.001082395,0.767155312,0.76226511,4.60E-05,0.032583565,0.018913689,,,,
0.0047,0.009987915,7.079004148,7.032897148,9.97867936,0.001000926,0.709412929,0.704792377,2.16E-06,1.594632308,0.001082471,0.767208531,0.762211545,4.70E-05,0.033291477,0.01932213,,,,
0.0048,0.00998766,7.078822712,7.031734712,9.977731396,0.001000995,0.709462144,0.704742835,2.16E-06,1.594331245,0.001082546,0.767261757,0.762157967,4.80E-05,0.033999371,0.019730455,,,,
0.0049,0.009987404,7.07864132,7.03057232,9.976783541,0.001001065,0.709511366,0.70469328,2.16E-06,1.594030246,0.001082621,0.767314988,0.762104375,4.90E-05,0.034707247,0.020138664,,,,
0.005,0.009987149,7.078459971,7.029409971,9.975835797,0.001001134,0.709560594,0.704643712,2.16E-06,1.593729309,0.001082696,0.767368227,0.762050769,5.00E-05,0.035415105,0.020546758,,,,
0.0051,0.009986893,7.078278665,7.028247665,9.974888162,0.001001204,0.709609827,0.704594132,2.16E-06,1.593428437,0.001082771,0.767421471,0.761997149,5.10E-05,0.036122944,0.020954736,,,,
0.0052,0.009986638,7.078097403,7.027085403,9.973940638,0.001001273,0.709659067,0.704544538,2.16E-06,1.593127627,0.001082846,0.767474722,0.761943515,5.20E-05,0.036830766,0.021362598,,,,
0.0053,0.009986382,7.077916184,7.025923184,9.972993223,0.001001343,0.709708312,0.704494932,2.16E-06,1.592826881,0.001082922,0.767527979,0.761889867,5.30E-05,0.03753857,0.021770344,,,,
0.0054,0.009986127,7.077735009,7.024761009,9.972045919,0.001001412,0.709757563,0.704445313,2.16E-06,1.592526198,0.001082997,0.767581243,0.761836206,5.40E-05,0.038246356,0.022177975,,,,
0.0055,0.009985872,7.077553877,7.023598877,9.971098725,0.001001482,0.70980682,0.704395681,2.16E-06,1.592225578,0.001083072,0.767634513,0.76178253,5.50E-05,0.038954124,0.02258549,,,,
0.0056,0.009985617,7.077372788,7.022436788,9.97015164,0.001001551,0.709856083,0.704346036,2.16E-06,1.591925022,0.001083147,0.767687789,0.761728841,5.60E-05,0.039661873,0.022992889,,,,
0.0057,0.009985362,7.077191742,7.021274742,9.969204666,0.001001621,0.709905351,0.704296378,2.16E-06,1.591624529,0.001083222,0.767741072,0.761675138,5.70E-05,0.040369605,0.023400173,,,,
0.0058,0.009985107,7.07701074,7.02011274,9.968257802,0.00100169,0.709954626,0.704246708,2.16E-06,1.591324099,0.001083298,0.767794361,0.76162142,5.80E-05,0.041077319,0.023807341,,,,
0.0059,0.009984852,7.076829781,7.018950781,9.967311047,0.00100176,0.710003907,0.704197024,2.16E-06,1.591023733,0.001083373,0.767847656,0.761567689,5.90E-05,0.041785015,0.024214393,,,,
0.006,0.009984597,7.076648865,7.017788865,9.966364403,0.001001829,0.710053193,0.704147328,2.16E-06,1.59072343,0.001083448,0.767900958,0.761513944,6.00E-05,0.042492693,0.02462133,,,,
0.0061,0.009984342,7.076467993,7.016626993,9.965417869,0.001001899,0.710102485,0.704097619,2.16E-06,1.59042319,0.001083523,0.767954266,0.761460185,6.10E-05,0.043200353,0.025028151,,,,
0.0062,0.009984087,7.076287164,7.015465164,9.964471444,0.001001969,0.710151783,0.704047897,2.16E-06,1.590123013,0.001083599,0.76800758,0.761406412,6.20E-05,0.043907995,0.025434856,,,,
0.0063,0.009983832,7.076106378,7.014303378,9.96352513,0.001002038,0.710201087,0.703998162,2.16E-06,1.589822899,0.001083674,0.768060901,0.761352625,6.29E-05,0.044615619,0.025841446,,,,
0.0064,0.009983578,7.075925635,7.013141635,9.962578926,0.001002108,0.710250397,0.703948414,2.16E-06,1.589522849,0.001083749,0.768114228,0.761298825,6.39E-05,0.045323225,0.026247921,,,,
0.0065,0.009983323,7.075744935,7.011979935,9.961632831,0.001002177,0.710299712,0.703898653,2.16E-06,1.589222862,0.001083824,0.768167561,0.76124501,6.49E-05,0.046030813,0.02665428,,,,
0.0066,0.009983069,7.075564279,7.010818279,9.960686847,0.001002247,0.710349034,0.70384888,2.16E-06,1.588922938,0.0010839,0.768220901,0.761191181,6.59E-05,0.046738383,0.027060523,,,,
0.0067,0.009982814,7.075383666,7.009656666,9.959740973,0.001002317,0.710398361,0.703799093,2.16E-06,1.588623077,0.001083975,0.768274247,0.761137339,6.69E-05,0.047445936,0.027466651,,,,
0.0068,0.00998256,7.075203096,7.008495096,9.958795208,0.001002386,0.710447694,0.703749294,2.16E-06,1.588323279,0.00108405,0.768327599,0.761083482,6.79E-05,0.04815347,0.027872663,,,,
0.0069,0.009982305,7.075022569,7.007333569,9.957849554,0.001002456,0.710497034,0.703699482,2.16E-06,1.588023544,0.001084126,0.768380958,0.761029612,6.89E-05,0.048860987,0.02827856,,,,
0.007,0.009982051,7.074842085,7.006172085,9.95690401,0.001002526,0.710546379,0.703649656,2.16E-06,1.587723873,0.001084201,0.768434323,0.760975727,6.99E-05,0.049568485,0.028684341,,,,
0.0071,0.009981797,7.074661645,7.005010645,9.955958575,0.001002595,0.710595729,0.703599818,2.16E-06,1.587424265,0.001084276,0.768487694,0.760921829,7.09E-05,0.050275966,0.029090007,,,,
0.0072,0.009981543,7.074481247,7.003849247,9.955013251,0.001002665,0.710645086,0.703549967,2.16E-06,1.587124719,0.001084352,0.768541072,0.760867917,7.19E-05,0.050983429,0.029495557,,,,
0.0073,0.009981288,7.074300893,7.002687893,9.954068036,0.001002735,0.710694448,0.703500103,2.16E-06,1.586825237,0.001084427,0.768594456,0.76081399,7.29E-05,0.051690874,0.029900992,,,,
0.0074,0.009981034,7.074120582,7.001526582,9.953122932,0.001002804,0.710743817,0.703450227,2.16E-06,1.586525818,0.001084502,0.768647846,0.76076005,7.39E-05,0.052398301,0.030306312,,,,
0.0075,0.00998078,7.073940313,7.000365313,9.952177937,0.001002874,0.710793191,0.703400337,2.16E-06,1.586226462,0.001084578,0.768701243,0.760706096,7.49E-05,0.05310571,0.030711516,,,,
0.0076,0.009980526,7.073760088,6.999204088,9.951233053,0.001002944,0.710842571,0.703350434,2.16E-06,1.58592717,0.001084653,0.768754646,0.760652128,7.59E-05,0.053813102,0.031116605,,,,
0.0077,0.009980273,7.073579906,6.998042906,9.950288278,0.001003013,0.710891957,0.703300519,2.16E-06,1.58562794,0.001084729,0.768808055,0.760598145,7.69E-05,0.054520475,0.031521578,,,,
0.0078,0.009980019,7.073399767,6.996881767,9.949343613,0.001003083,0.710941349,0.70325059,2.16E-06,1.585328773,0.001084804,0.768861471,0.760544149,7.79E-05,0.055227831,0.031926436,,,,
0.0079,0.009979765,7.073219671,6.995720671,9.948399059,0.001003153,0.710990746,0.703200649,2.16E-06,1.585029669,0.001084879,0.768914893,0.760490139,7.89E-05,0.055935169,0.032331179,,,,
0.008,0.009979511,7.073039619,6.994559619,9.947454614,0.001003223,0.71104015,0.703150694,2.16E-06,1.584730629,0.001084955,0.768968321,0.760436115,7.99E-05,0.056642489,0.032735806,,,,
0.0081,0.009979258,7.072859609,6.993398609,9.946510279,0.001003292,0.711089559,0.703100727,2.16E-06,1.584431651,0.00108503,0.769021756,0.760382077,8.09E-05,0.057349791,0.033140318,,,,
0.0082,0.009979004,7.072679642,6.992237642,9.945566054,0.001003362,0.711138974,0.703050747,2.15E-06,1.584132736,0.001085106,0.769075197,0.760328025,8.19E-05,0.058057075,0.033544715,,,,
0.0083,0.009978751,7.072499718,6.991076718,9.944621939,0.001003432,0.711188395,0.703000754,2.15E-06,1.583833885,0.001085181,0.769128644,0.760273959,8.29E-05,0.058764342,0.033948996,,,,
0.0084,0.009978497,7.072319837,6.989915837,9.943677934,0.001003502,0.711237822,0.702950748,2.15E-06,1.583535096,0.001085257,0.769182098,0.760219879,8.39E-05,0.05947159,0.034353162,,,,
0.0085,0.009978244,7.072139999,6.988754999,9.942734039,0.001003571,0.711287255,0.702900728,2.15E-06,1.58323637,0.001085332,0.769235558,0.760165785,8.49E-05,0.060178821,0.034757213,,,,
0.0086,0.00997799,7.071960204,6.987594204,9.941790254,0.001003641,0.711336693,0.702850696,2.15E-06,1.582937707,0.001085407,0.769289024,0.760111677,8.59E-05,0.060886034,0.035161148,,,,
0.0087,0.009977737,7.071780452,6.986433452,9.940846579,0.001003711,0.711386138,0.702800652,2.15E-06,1.582639108,0.001085483,0.769342497,0.760057554,8.69E-05,0.06159323,0.035564968,,,,
0.0088,0.009977484,7.071600743,6.985272743,9.939903013,0.001003781,0.711435588,0.702750594,2.15E-06,1.582340571,0.001085558,0.769395976,0.760003418,8.79E-05,0.062300407,0.035968673,,,,
0.0089,0.009977231,7.071421077,6.984112077,9.938959558,0.001003851,0.711485044,0.702700523,2.15E-06,1.582042097,0.001085634,0.769449461,0.759949268,8.89E-05,0.063007567,0.036372263,,,,
0.009,0.009976978,7.071241454,6.982951454,9.938016213,0.00100392,0.711534506,0.702650439,2.15E-06,1.581743686,0.001085709,0.769502952,0.759895104,8.99E-05,0.063714709,0.036775738,,,,
0.0091,0.009976725,7.071061873,6.981790873,9.937072977,0.00100399,0.711583973,0.702600342,2.15E-06,1.581445338,0.001085785,0.76955645,0.759840926,9.09E-05,0.064421833,0.037179097,,,,
0.0092,0.009976472,7.070882336,6.980630336,9.936129851,0.00100406,0.711633447,0.702550232,2.15E-06,1.581147052,0.001085861,0.769609954,0.759786734,9.19E-05,0.06512894,0.037582342,,,,
0.0093,0.009976219,7.070702841,6.979469841,9.935186836,0.00100413,0.711682926,0.70250011,2.15E-06,1.58084883,0.001085936,0.769663465,0.759732527,9.29E-05,0.065836028,0.037985471,,,,
0.0094,0.009975966,7.07052339,6.97830939,9.93424393,0.0010042,0.711732412,0.702449974,2.15E-06,1.580550671,0.001086012,0.769716982,0.759678307,9.39E-05,0.066543099,0.038388485,,,,
0.0095,0.009975713,7.070343981,6.977148981,9.933301134,0.00100427,0.711781903,0.702399825,2.15E-06,1.580252574,0.001086087,0.769770505,0.759624073,9.49E-05,0.067250152,0.038791383,,,,
0.0096,0.00997546,7.070164615,6.975988615,9.932358448,0.00100434,0.7118314,0.702349664,2.15E-06,1.57995454,0.001086163,0.769824034,0.759569825,9.59E-05,0.067957188,0.039194167,,,,
0.0097,0.009975208,7.069985292,6.974828292,9.931415872,0.001004409,0.711880902,0.702299489,2.15E-06,1.579656569,0.001086238,0.76987757,0.759515562,9.69E-05,0.068664206,0.039596836,,,,
0.0098,0.009974955,7.069806011,6.973668011,9.930473406,0.001004479,0.711930411,0.702249301,2.15E-06,1.579358661,0.001086314,0.769931112,0.759461286,9.79E-05,0.069371206,0.039999389,,,,
0.0099,0.009974703,7.069626774,6.972507774,9.92953105,0.001004549,0.711979925,0.702199101,2.15E-06,1.579060816,0.001086389,0.76998466,0.759406995,9.89E-05,0.070078188,0.040401827,,,,
0.01,0.00997445,7.069447579,6.971347579,9.928588803,0.001004619,0.712029445,0.702148887,2.15E-06,1.578763034,0.001086465,0.770038215,0.759352691,9.99E-05,0.070785153,0.040804151,,,,
0.0101,0.009974198,7.069268427,6.970187427,9.927646667,0.001004689,0.712078971,0.702098661,2.15E-06,1.578465314,0.001086541,0.770091775,0.759298372,0.00010087,0.0714921,0.041206359,,,,
0.0102,0.009973945,7.069089318,6.969027318,9.92670464,0.001004759,0.712128503,0.702048421,2.15E-06,1.578167657,0.001086616,0.770145343,0.75924404,0.000101867,0.072199029,0.041608452,,,,
0.0103,0.009973693,7.068910251,6.967867251,9.925762724,0.001004829,0.712178041,0.701998168,2.15E-06,1.577870063,0.001086692,0.770198916,0.759189693,0.000102865,0.07290594,0.04201043,,,,
0.0104,0.009973441,7.068731227,6.966707227,9.924820917,0.001004899,0.712227584,0.701947903,2.15E-06,1.577572532,0.001086768,0.770252496,0.759135332,0.000103862,0.073612834,0.042412294,,,,
0.0105,0.009973189,7.068552246,6.965547246,9.92387922,0.001004969,0.712277134,0.701897624,2.15E-06,1.577275063,0.001086843,0.770306082,0.759080958,0.000104859,0.07431971,0.042814042,,,,
0.0106,0.009972936,7.068373308,6.964387308,9.922937633,0.001005039,0.712326689,0.701847333,2.15E-06,1.576977658,0.001086919,0.770359674,0.759026569,0.000105857,0.075026569,0.043215675,,,,
0.0107,0.009972684,7.068194413,6.963227413,9.921996156,0.001005109,0.71237625,0.701797028,2.15E-06,1.576680315,0.001086995,0.770413273,0.758972166,0.000106854,0.07573341,0.043617193,,,,
0.0108,0.009972432,7.06801556,6.96206756,9.921054788,0.001005179,0.712425817,0.70174671,2.15E-06,1.576383034,0.00108707,0.770466878,0.758917749,0.000107851,0.076440233,0.044018597,,,,
0.0109,0.00997218,7.06783675,6.96090775,9.920113531,0.001005249,0.712475389,0.70169638,2.15E-06,1.576085817,0.001087146,0.770520489,0.758863318,0.000108848,0.077147038,0.044419885,,,,
0.011,0.009971929,7.067657982,6.959747982,9.919172383,0.001005319,0.712524968,0.701646036,2.15E-06,1.575788662,0.001087222,0.770574107,0.758808873,0.000109846,0.077853826,0.044821058,,,,
0.0111,0.009971677,7.067479257,6.958588257,9.918231346,0.001005389,0.712574552,0.701595679,2.15E-06,1.57549157,0.001087297,0.770627731,0.758754413,0.000110843,0.078560597,0.045222117,,,,
0.0112,0.009971425,7.067300575,6.957428575,9.917290418,0.001005459,0.712624142,0.701545309,2.15E-06,1.57519454,0.001087373,0.770681361,0.75869994,0.00011184,0.079267349,0.04562306,,,,
0.0113,0.009971173,7.067121936,6.956268936,9.9163496,0.001005529,0.712673738,0.701494927,2.15E-06,1.574897573,0.001087449,0.770734997,0.758645453,0.000112837,0.079974084,0.046023889,,,,
0.0114,0.009970922,7.066943339,6.955109339,9.915408892,0.001005599,0.71272334,0.701444531,2.15E-06,1.574600669,0.001087524,0.77078864,0.758590951,0.000113834,0.080680802,0.046424603,,,,
0.0115,0.00997067,7.066764785,6.953949785,9.914468293,0.001005669,0.712772947,0.701394122,2.15E-06,1.574303828,0.0010876,0.770842289,0.758536436,0.000114831,0.081387501,0.046825202,,,,
0.0116,0.009970419,7.066586273,6.952790273,9.913527805,0.001005739,0.71282256,0.7013437,2.15E-06,1.574007049,0.001087676,0.770895944,0.758481906,0.000115828,0.082094183,0.047225686,,,,
0.0117,0.009970167,7.066407804,6.951630804,9.912587427,0.001005809,0.71287218,0.701293265,2.15E-06,1.573710332,0.001087752,0.770949606,0.758427362,0.000116825,0.082800848,0.047626055,,,,
0.0118,0.009969916,7.066229377,6.950471377,9.911647158,0.001005879,0.712921805,0.701242817,2.15E-06,1.573413679,0.001087827,0.771003274,0.758372804,0.000117823,0.083507495,0.04802631,,,,
0.0119,0.009969664,7.066050993,6.949311993,9.910706999,0.001005949,0.712971435,0.701192356,2.15E-06,1.573117088,0.001087903,0.771056948,0.758318232,0.00011882,0.084214124,0.048426449,,,,
0.012,0.009969413,7.065872652,6.948152652,9.90976695,0.001006019,0.713021072,0.701141882,2.15E-06,1.572820559,0.001087979,0.771110628,0.758263646,0.000119817,0.084920736,0.048826474,,,,
0.0121,0.009969162,7.065694353,6.946993353,9.908827011,0.001006089,0.713070714,0.701091395,2.15E-06,1.572524094,0.001088055,0.771164315,0.758209046,0.000120813,0.08562733,0.049226384,,,,
0.0122,0.009968911,7.065516097,6.945834097,9.907887181,0.001006159,0.713120362,0.701040895,2.15E-06,1.57222769,0.00108813,0.771218008,0.758154431,0.00012181,0.086333907,0.049626179,,,,
0.0123,0.00996866,7.065337883,6.944674883,9.906947462,0.001006229,0.713170016,0.700990382,2.15E-06,1.57193135,0.001088206,0.771271707,0.758099803,0.000122807,0.087040466,0.05002586,,,,
0.0124,0.009968409,7.065159712,6.943515712,9.906007852,0.001006299,0.713219676,0.700939855,2.15E-06,1.571635072,0.001088282,0.771325413,0.75804516,0.000123804,0.087747008,0.050425426,,,,
0.0125,0.009968158,7.064981583,6.942356583,9.905068353,0.001006369,0.713269342,0.700889316,2.15E-06,1.571338856,0.001088358,0.771379125,0.757990503,0.000124801,0.088453532,0.050824877,,,,
0.0126,0.009967907,7.064803497,6.941197497,9.904128963,0.00100644,0.713319013,0.700838764,2.15E-06,1.571042703,0.001088434,0.771432843,0.757935832,0.000125798,0.089160038,0.051224213,,,,
0.0127,0.009967656,7.064625453,6.940038453,9.903189682,0.00100651,0.71336869,0.700788198,2.15E-06,1.570746612,0.00108851,0.771486567,0.757881147,0.000126795,0.089866527,0.051623435,,,,
0.0128,0.009967405,7.064447452,6.938879452,9.902250512,0.00100658,0.713418373,0.70073762,2.15E-06,1.570450584,0.001088585,0.771540298,0.757826448,0.000127791,0.090572998,0.052022542,,,,
0.0129,0.009967154,7.064269493,6.937720493,9.901311452,0.00100665,0.713468062,0.700687028,2.15E-06,1.570154619,0.001088661,0.771594035,0.757771735,0.000128788,0.091279452,0.052421534,,,,
0.013,0.009966904,7.064091577,6.936561577,9.900372501,0.00100672,0.713517757,0.700636423,2.15E-06,1.569858716,0.001088737,0.771647778,0.757717007,0.000129785,0.091985889,0.052820412,,,,
0.0131,0.009966653,7.063913703,6.935402703,9.89943366,0.00100679,0.713567457,0.700585805,2.15E-06,1.569562875,0.001088813,0.771701527,0.757662266,0.000130782,0.092692307,0.053219175,,,,
0.0132,0.009966402,7.063735871,6.934243871,9.898494929,0.00100686,0.713617163,0.700535174,2.15E-06,1.569267097,0.001088889,0.771755283,0.75760751,0.000131778,0.093398709,0.053617823,,,,
0.0133,0.009966152,7.063558082,6.933085082,9.897556308,0.001006931,0.713666875,0.70048453,2.15E-06,1.568971382,0.001088965,0.771809045,0.75755274,0.000132775,0.094105093,0.054016357,,,,
0.0134,0.009965901,7.063380335,6.931926335,9.896617796,0.001007001,0.713716593,0.700433873,2.15E-06,1.568675729,0.001089041,0.771862813,0.757497956,0.000133772,0.094811459,0.054414776,,,,
0.0135,0.009965651,7.063202631,6.930767631,9.895679395,0.001007071,0.713766317,0.700383203,2.15E-06,1.568380138,0.001089117,0.771916588,0.757443157,0.000134768,0.095517808,0.054813081,,,,
0.0136,0.009965401,7.063024969,6.929608969,9.894741103,0.001007141,0.713816046,0.70033252,2.15E-06,1.56808461,0.001089193,0.771970369,0.757388345,0.000135765,0.096224139,0.055211271,,,,
0.0137,0.00996515,7.06284735,6.92845035,9.893802921,0.001007211,0.713865781,0.700281823,2.15E-06,1.567789144,0.001089268,0.772024156,0.757333518,0.000136761,0.096930453,0.055609346,,,,
0.0138,0.0099649,7.062669772,6.927291772,9.892864848,0.001007282,0.713915522,0.700231114,2.15E-06,1.567493741,0.001089344,0.772077949,0.757278678,0.000137758,0.097636749,0.056007307,,,,
