time,v_x,v_y,v_z,v,vx/v,vy/v,vz/v,F_Mx,F_D,F_Dx,F_Dy,F_Dz,x,y,z,,,,Condition 1
0.3206,0.009410728,6.669267453,3.524181453,7.543147342,0.001247586,0.884149169,0.467203051,1.92E-06,0.914882333,0.001349227,0.956180467,0.505265907,0.003111548,2.205228813,0.787184879,,,,
0.3207,0.009410598,6.669174653,3.523107653,7.542563665,0.001247666,0.884205285,0.46709684,1.92E-06,0.914741908,0.001349313,0.956241154,0.505151043,0.003112498,2.205901777,0.787275556,,,,
0.3208,0.009410467,6.669081868,3.522033868,7.541980116,0.001247745,0.884261396,0.466990606,1.92E-06,0.914601524,0.001349398,0.956301837,0.505036154,0.003113447,2.206574734,0.787366142,,,,
0.3209,0.009410336,6.668989097,3.520960097,7.541396697,0.001247824,0.884317503,0.46688435,1.92E-06,0.914461182,0.001349484,0.956362515,0.504921241,0.003114397,2.207247685,0.787456637,,,,
0.321,0.009410206,6.668896341,3.519886341,7.540813405,0.001247903,0.884373606,0.466778072,1.92E-06,0.914320882,0.00134957,0.956423188,0.504806305,0.003115347,2.207920628,0.787547043,,,,
0.3211,0.009410075,6.6688036,3.5188126,7.540230243,0.001247982,0.884429704,0.466671771,1.92E-06,0.914180623,0.001349655,0.956483857,0.504691343,0.003116296,2.208593565,0.787637357,,,,
0.3212,0.009409945,6.668710873,3.517738873,7.539647209,0.001248062,0.884485797,0.466565447,1.92E-06,0.914040406,0.001349741,0.95654452,0.504576358,0.003117246,2.209266495,0.787727581,,,,
0.3213,0.009409814,6.668618162,3.516665162,7.539064304,0.001248141,0.884541886,0.466459101,1.92E-06,0.913900231,0.001349826,0.956605179,0.504461348,0.003118195,2.209939417,0.787817715,,,,
0.3214,0.009409684,6.668525464,3.515591464,7.538481528,0.00124822,0.884597971,0.466352733,1.92E-06,0.913760097,0.001349912,0.956665833,0.504346314,0.003119145,2.210612333,0.787907758,,,,
0.3215,0.009409553,6.668432782,3.514517782,7.537898881,0.001248299,0.884654051,0.466246342,1.92E-06,0.913620005,0.001349998,0.956726482,0.504231255,0.003120094,2.211285242,0.787997711,,,,
0.3216,0.009409423,6.668340113,3.513444113,7.537316362,0.001248378,0.884710127,0.466139929,1.92E-06,0.913479955,0.001350083,0.956787126,0.504116172,0.003121044,2.211958144,0.788087573,,,,
0.3217,0.009409292,6.66824746,3.51237046,7.536733972,0.001248458,0.884766198,0.466033493,1.92E-06,0.913339946,0.001350169,0.956847765,0.504001065,0.003121993,2.212631039,0.788177344,,,,
0.3218,0.009409162,6.668154821,3.511296821,7.536151711,0.001248537,0.884822264,0.465927035,1.92E-06,0.913199979,0.001350254,0.956908399,0.503885934,0.003122943,2.213303927,0.788267025,,,,
0.3219,0.009409031,6.668062197,3.510223197,7.535569579,0.001248616,0.884878326,0.465820554,1.92E-06,0.913060054,0.00135034,0.956969028,0.503770778,0.003123892,2.213976809,0.788356616,,,,
0.322,0.009408901,6.667969587,3.509149587,7.534987576,0.001248695,0.884934384,0.465714051,1.92E-06,0.912920171,0.001350426,0.957029653,0.503655598,0.003124842,2.214649683,0.788446116,,,,
0.3221,0.00940877,6.667876992,3.508075992,7.534405701,0.001248774,0.884990437,0.465607525,1.92E-06,0.912780329,0.001350511,0.957090272,0.503540394,0.003125791,2.21532255,0.788535525,,,,
0.3222,0.00940864,6.667784411,3.507002411,7.533823955,0.001248853,0.885046485,0.465500977,1.92E-06,0.912640529,0.001350597,0.957150887,0.503425165,0.00312674,2.215995411,0.788624844,,,,
0.3223,0.00940851,6.667691845,3.505928845,7.533242339,0.001248932,0.885102529,0.465394406,1.92E-06,0.91250077,0.001350682,0.957211497,0.503309912,0.00312769,2.216668264,0.788714073,,,,
0.3224,0.009408379,6.667599294,3.504855294,7.532660851,0.001249011,0.885158568,0.465287813,1.92E-06,0.912361053,0.001350768,0.957272102,0.503194635,0.003128639,2.217341111,0.788803211,,,,
0.3225,0.009408249,6.667506757,3.503781757,7.532079491,0.001249091,0.885214603,0.465181197,1.92E-06,0.912221378,0.001350853,0.957332701,0.503079333,0.003129589,2.218013951,0.788892259,,,,
0.3226,0.009408119,6.667414234,3.502708234,7.531498261,0.00124917,0.885270633,0.465074559,1.92E-06,0.912081745,0.001350939,0.957393296,0.502964007,0.003130538,2.218686784,0.788981216,,,,
0.3227,0.009407989,6.667321726,3.501634726,7.53091716,0.001249249,0.885326659,0.464967899,1.92E-06,0.911942153,0.001351025,0.957453886,0.502848657,0.003131488,2.21935961,0.789070082,,,,
0.3228,0.009407858,6.667229233,3.500561233,7.530336188,0.001249328,0.88538268,0.464861215,1.92E-06,0.911802602,0.00135111,0.957514471,0.502733283,0.003132437,2.220032429,0.789158859,,,,
0.3229,0.009407728,6.667136754,3.499487754,7.529755344,0.001249407,0.885438696,0.46475451,1.92E-06,0.911663094,0.001351196,0.957575051,0.502617884,0.003133386,2.220705241,0.789247544,,,,
0.323,0.009407598,6.66704429,3.49841429,7.52917463,0.001249486,0.885494708,0.464647782,1.92E-06,0.911523627,0.001351281,0.957635626,0.50250246,0.003134336,2.221378046,0.78933614,,,,
0.3231,0.009407468,6.66695184,3.49734084,7.528594044,0.001249565,0.885550715,0.464541031,1.92E-06,0.911384201,0.001351367,0.957696196,0.502387013,0.003135285,2.222050844,0.789424645,,,,
0.3232,0.009407337,6.666859404,3.496267404,7.528013588,0.001249644,0.885606718,0.464434258,1.92E-06,0.911244818,0.001351452,0.957756762,0.502271541,0.003136234,2.222723636,0.789513059,,,,
0.3233,0.009407207,6.666766983,3.495193983,7.52743326,0.001249723,0.885662716,0.464327462,1.92E-06,0.911105476,0.001351538,0.957817322,0.502156045,0.003137184,2.22339642,0.789601383,,,,
0.3234,0.009407077,6.666674577,3.494120577,7.526853062,0.001249802,0.885718709,0.464220644,1.92E-06,0.910966175,0.001351623,0.957877877,0.502040524,0.003138133,2.224069198,0.789689617,,,,
0.3235,0.009406947,6.666582185,3.493047185,7.526272992,0.001249881,0.885774698,0.464113804,1.92E-06,0.910826916,0.001351709,0.957938427,0.501924979,0.003139082,2.224741968,0.78977776,,,,
0.3236,0.009406817,6.666489807,3.491973807,7.525693052,0.00124996,0.885830682,0.46400694,1.92E-06,0.910687699,0.001351794,0.957998972,0.50180941,0.003140032,2.225414732,0.789865812,,,,
0.3237,0.009406687,6.666397444,3.490900444,7.52511324,0.001250039,0.885886661,0.463900055,1.92E-06,0.910548523,0.001351879,0.958059512,0.501693816,0.003140981,2.226087489,0.789953775,,,,
0.3238,0.009406557,6.666305095,3.489827095,7.524533558,0.001250118,0.885942636,0.463793147,1.92E-06,0.910409389,0.001351965,0.958120047,0.501578199,0.00314193,2.226760239,0.790041647,,,,
0.3239,0.009406427,6.666212761,3.488753761,7.523954005,0.001250197,0.885998606,0.463686216,1.92E-06,0.910270296,0.00135205,0.958180577,0.501462556,0.003142879,2.227432982,0.790129428,,,,
0.324,0.009406297,6.666120441,3.487680441,7.52337458,0.001250276,0.886054572,0.463579263,1.92E-06,0.910131246,0.001352136,0.958241102,0.50134689,0.003143829,2.228105718,0.790217119,,,,
0.3241,0.009406167,6.666028136,3.486607136,7.522795285,0.001250355,0.886110532,0.463472287,1.92E-06,0.909992236,0.001352221,0.958301622,0.501231199,0.003144778,2.228778448,0.79030472,,,,
0.3242,0.009406037,6.665935845,3.485533845,7.522216119,0.001250434,0.886166489,0.463365289,1.92E-06,0.909853268,0.001352307,0.958362137,0.501115483,0.003145727,2.22945117,0.79039223,,,,
0.3243,0.009405907,6.665843568,3.484460568,7.521637082,0.001250513,0.88622244,0.463258268,1.92E-06,0.909714342,0.001352392,0.958422647,0.500999744,0.003146676,2.230123886,0.79047965,,,,
0.3244,0.009405777,6.665751306,3.483387306,7.521058174,0.001250592,0.886278387,0.463151225,1.92E-06,0.909575458,0.001352478,0.958483151,0.50088398,0.003147626,2.230796594,0.790566979,,,,
0.3245,0.009405647,6.665659058,3.482314058,7.520479396,0.001250671,0.886334329,0.463044159,1.92E-06,0.909436615,0.001352563,0.958543651,0.500768191,0.003148575,2.231469296,0.790654218,,,,
0.3246,0.009405517,6.665566824,3.481240824,7.519900746,0.00125075,0.886390266,0.462937071,1.92E-06,0.909297813,0.001352648,0.958604145,0.500652379,0.003149524,2.232141991,0.790741367,,,,
0.3247,0.009405387,6.665474605,3.480167605,7.519322226,0.001250829,0.886446199,0.46282996,1.92E-06,0.909159053,0.001352734,0.958664635,0.500536542,0.003150473,2.232814679,0.790828425,,,,
0.3248,0.009405258,6.6653824,3.4790944,7.518743835,0.001250908,0.886502127,0.462722827,1.92E-06,0.909020335,0.001352819,0.958725119,0.50042068,0.003151422,2.23348736,0.790915393,,,,
0.3249,0.009405128,6.66529021,3.47802121,7.518165573,0.001250987,0.88655805,0.462615671,1.92E-06,0.908881658,0.001352904,0.958785599,0.500304794,0.003152372,2.234160034,0.79100227,,,,
0.325,0.009404998,6.665198034,3.476948034,7.51758744,0.001251066,0.886613969,0.462508492,1.92E-06,0.908743023,0.00135299,0.958846073,0.500188884,0.003153321,2.234832701,0.791089057,,,,
0.3251,0.009404868,6.665105872,3.475874872,7.517009436,0.001251145,0.886669882,0.462401292,1.92E-06,0.908604429,0.001353075,0.958906542,0.50007295,0.00315427,2.235505362,0.791175754,,,,
0.3252,0.009404738,6.665013725,3.474801725,7.516431562,0.001251224,0.886725791,0.462294068,1.92E-06,0.908465877,0.001353161,0.958967006,0.499956991,0.003155219,2.236178015,0.79126236,,,,
0.3253,0.009404609,6.664921591,3.473728591,7.515853817,0.001251303,0.886781696,0.462186822,1.92E-06,0.908327366,0.001353246,0.959027464,0.499841008,0.003156168,2.236850662,0.791348876,,,,
0.3254,0.009404479,6.664829473,3.472655473,7.515276201,0.001251382,0.886837595,0.462079554,1.92E-06,0.908188897,0.001353331,0.959087918,0.499725,0.003157117,2.237523301,0.791435302,,,,
0.3255,0.009404349,6.664737368,3.471582368,7.514698714,0.001251461,0.88689349,0.461972263,1.92E-06,0.90805047,0.001353417,0.959148367,0.499608968,0.003158067,2.238195934,0.791521637,,,,
0.3256,0.00940422,6.664645278,3.470509278,7.514121357,0.001251539,0.88694938,0.461864949,1.92E-06,0.907912084,0.001353502,0.95920881,0.499492912,0.003159016,2.23886856,0.791607882,,,,
0.3257,0.00940409,6.664553202,3.469436202,7.513544129,0.001251618,0.887005265,0.461757613,1.92E-06,0.907773739,0.001353587,0.959269248,0.499376831,0.003159965,2.239541179,0.791694037,,,,
0.3258,0.00940396,6.66446114,3.46836314,7.51296703,0.001251697,0.887061146,0.461650254,1.92E-06,0.907635436,0.001353673,0.959329681,0.499260726,0.003160914,2.240213791,0.791780101,,,,
0.3259,0.009403831,6.664369093,3.467290093,7.51239006,0.001251776,0.887117021,0.461542873,1.92E-06,0.907497175,0.001353758,0.959390109,0.499144596,0.003161863,2.240886397,0.791866075,,,,
0.326,0.009403701,6.664277059,3.466217059,7.51181322,0.001251855,0.887172892,0.461435469,1.92E-06,0.907358955,0.001353843,0.959450532,0.499028442,0.003162812,2.241558995,0.791951958,,,,
0.3261,0.009403571,6.66418504,3.46514404,7.51123651,0.001251934,0.887228758,0.461328043,1.92E-06,0.907220776,0.001353928,0.959510949,0.498912264,0.003163761,2.242231587,0.792037752,,,,
0.3262,0.009403442,6.664093036,3.464071036,7.510659928,0.001252013,0.887284619,0.461220594,1.92E-06,0.907082639,0.001354014,0.959571361,0.498796061,0.00316471,2.242904171,0.792123455,,,,
0.3263,0.009403312,6.664001045,3.462998045,7.510083476,0.001252092,0.887340476,0.461113123,1.92E-06,0.906944544,0.001354099,0.959631768,0.498679834,0.003165659,2.243576749,0.792209067,,,,
0.3264,0.009403183,6.663909069,3.461925069,7.509507153,0.00125217,0.887396327,0.461005629,1.92E-06,0.90680649,0.001354184,0.95969217,0.498563583,0.003166608,2.24424932,0.79229459,,,,
0.3265,0.009403053,6.663817107,3.460852107,7.50893096,0.001252249,0.887452174,0.460898113,1.92E-06,0.906668477,0.00135427,0.959752567,0.498447307,0.003167557,2.244921884,0.792380021,,,,
0.3266,0.009402924,6.663725159,3.459779159,7.508354896,0.001252328,0.887508016,0.460790574,1.92E-06,0.906530506,0.001354355,0.959812958,0.498331007,0.003168506,2.245594441,0.792465363,,,,
0.3267,0.009402794,6.663633226,3.458706226,7.507778962,0.001252407,0.887563853,0.460683012,1.92E-06,0.906392577,0.00135444,0.959873344,0.498214683,0.003169455,2.246266991,0.792550614,,,,
0.3268,0.009402665,6.663541306,3.457633306,7.507203157,0.001252486,0.887619686,0.460575428,1.92E-06,0.906254689,0.001354525,0.959933725,0.498098334,0.003170404,2.246939535,0.792635776,,,,
0.3269,0.009402536,6.663449401,3.456560401,7.506627481,0.001252565,0.887675513,0.460467821,1.92E-06,0.906116842,0.001354611,0.959994101,0.49798196,0.003171353,2.247612071,0.792720846,,,,
0.327,0.009402406,6.66335751,3.45548751,7.506051935,0.001252643,0.887731336,0.460360192,1.92E-06,0.905979037,0.001354696,0.960054471,0.497865563,0.003172302,2.248284601,0.792805827,,,,
0.3271,0.009402277,6.663265633,3.454414633,7.505476518,0.001252722,0.887787153,0.46025254,1.92E-06,0.905841273,0.001354781,0.960114837,0.49774914,0.003173251,2.248957124,0.792890717,,,,
0.3272,0.009402147,6.663173771,3.453341771,7.504901231,0.001252801,0.887842966,0.460144866,1.92E-06,0.905703551,0.001354866,0.960175197,0.497632694,0.0031742,2.24962964,0.792975517,,,,
0.3273,0.009402018,6.663081922,3.452268922,7.504326073,0.00125288,0.887898774,0.460037169,1.92E-06,0.90556587,0.001354951,0.960235551,0.497516223,0.003175149,2.250302149,0.793060226,,,,
0.3274,0.009401889,6.662990088,3.451196088,7.503751045,0.001252959,0.887954577,0.45992945,1.92E-06,0.905428231,0.001355037,0.9602959,0.497399728,0.003176098,2.250974651,0.793144846,,,,
0.3275,0.009401759,6.662898267,3.450123267,7.503176146,0.001253037,0.888010376,0.459821708,1.92E-06,0.905290633,0.001355122,0.960356245,0.497283208,0.003177047,2.251647146,0.793229375,,,,
0.3276,0.00940163,6.662806461,3.449050461,7.502601377,0.001253116,0.888066169,0.459713943,1.92E-06,0.905153077,0.001355207,0.960416583,0.497166664,0.003177996,2.252319634,0.793313813,,,,
0.3277,0.009401501,6.662714669,3.447977669,7.502026737,0.001253195,0.888121957,0.459606156,1.92E-06,0.905015562,0.001355292,0.960476917,0.497050095,0.003178945,2.252992116,0.793398162,,,,
0.3278,0.009401372,6.662622892,3.446904892,7.501452227,0.001253274,0.888177741,0.459498346,1.92E-06,0.904878088,0.001355377,0.960537245,0.496933502,0.003179894,2.253664591,0.79348242,,,,
0.3279,0.009401242,6.662531128,3.445832128,7.500877846,0.001253352,0.888233519,0.459390514,1.92E-06,0.904740656,0.001355462,0.960597568,0.496816885,0.003180842,2.254337058,0.793566588,,,,
0.328,0.009401113,6.662439378,3.444759378,7.500303595,0.001253431,0.888289293,0.459282659,1.92E-06,0.904603265,0.001355548,0.960657885,0.496700243,0.003181791,2.255009519,0.793650666,,,,
0.3281,0.009400984,6.662347643,3.443686643,7.499729474,0.00125351,0.888345062,0.459174782,1.92E-06,0.904465916,0.001355633,0.960718197,0.496583577,0.00318274,2.255681974,0.793734653,,,,
0.3282,0.009400855,6.662255921,3.442613921,7.499155482,0.001253588,0.888400826,0.459066882,1.92E-06,0.904328608,0.001355718,0.960778504,0.496466886,0.003183689,2.256354421,0.793818551,,,,
0.3283,0.009400726,6.662164214,3.441541214,7.49858162,0.001253667,0.888456584,0.458958959,1.92E-06,0.904191342,0.001355803,0.960838806,0.496350171,0.003184638,2.257026861,0.793902358,,,,
0.3284,0.009400597,6.66207252,3.44046852,7.498007887,0.001253746,0.888512338,0.458851014,1.92E-06,0.904054117,0.001355888,0.960899102,0.496233432,0.003185587,2.257699295,0.793986074,,,,
0.3285,0.009400468,6.661980841,3.439395841,7.497434284,0.001253825,0.888568087,0.458743046,1.92E-06,0.903916933,0.001355973,0.960959393,0.496116668,0.003186536,2.258371721,0.794069701,,,,
0.3286,0.009400339,6.661889176,3.438323176,7.496860811,0.001253903,0.888623831,0.458635056,1.92E-06,0.903779791,0.001356058,0.961019678,0.49599988,0.003187484,2.259044141,0.794153237,,,,
0.3287,0.009400209,6.661797525,3.437250525,7.496287467,0.001253982,0.88867957,0.458527043,1.92E-06,0.90364269,0.001356143,0.961079958,0.495883067,0.003188433,2.259716554,0.794236683,,,,
0.3288,0.00940008,6.661705888,3.436177888,7.495714253,0.001254061,0.888735304,0.458419007,1.92E-06,0.903505631,0.001356229,0.961140233,0.49576623,0.003189382,2.26038896,0.794320039,,,,
0.3289,0.009399951,6.661614264,3.435105264,7.495141169,0.001254139,0.888791033,0.458310949,1.92E-06,0.903368613,0.001356314,0.961200502,0.495649369,0.003190331,2.261061359,0.794403304,,,,
0.329,0.009399822,6.661522655,3.434032655,7.494568215,0.001254218,0.888846757,0.458202869,1.92E-06,0.903231636,0.001356399,0.961260766,0.495532483,0.00319128,2.261733752,0.79448648,,,,
0.3291,0.009399693,6.66143106,3.43296006,7.49399539,0.001254297,0.888902476,0.458094765,1.92E-06,0.903094701,0.001356484,0.961321025,0.495415572,0.003192228,2.262406137,0.794569565,,,,
0.3292,0.009399564,6.661339479,3.431887479,7.493422695,0.001254375,0.888958191,0.45798664,1.92E-06,0.902957807,0.001356569,0.961381278,0.495298638,0.003193177,2.263078516,0.79465256,,,,
0.3293,0.009399436,6.661247912,3.430814912,7.492850129,0.001254454,0.8890139,0.457878491,1.92E-06,0.902820954,0.001356654,0.961441525,0.495181678,0.003194126,2.263750888,0.794735465,,,,
0.3294,0.009399307,6.661156359,3.429742359,7.492277693,0.001254533,0.889069604,0.45777032,1.92E-06,0.902684143,0.001356739,0.961501767,0.495064695,0.003195075,2.264423253,0.794818279,,,,
0.3295,0.009399178,6.66106482,3.42866982,7.491705388,0.001254611,0.889125303,0.457662127,1.92E-06,0.902547374,0.001356824,0.961562004,0.494947687,0.003196023,2.265095611,0.794901004,,,,
0.3296,0.009399049,6.660973295,3.427597295,7.491133211,0.00125469,0.889180997,0.45755391,1.92E-06,0.902410645,0.001356909,0.961622236,0.494830654,0.003196972,2.265767962,0.794983638,,,,
0.3297,0.00939892,6.660881784,3.426524784,7.490561165,0.001254768,0.889236686,0.457445672,1.92E-06,0.902273958,0.001356994,0.961682462,0.494713597,0.003197921,2.266440306,0.795066182,,,,
0.3298,0.009398791,6.660790286,3.425452286,7.489989249,0.001254847,0.88929237,0.45733741,1.92E-06,0.902137312,0.001357079,0.961742682,0.494596516,0.003198869,2.267112644,0.795148636,,,,
0.3299,0.009398662,6.660698803,3.424379803,7.489417462,0.001254926,0.889348048,0.457229126,1.92E-06,0.902000708,0.001357164,0.961802897,0.49447941,0.003199818,2.267784975,0.795230999,,,,
0.33,0.009398533,6.660607334,3.423307334,7.488845805,0.001255004,0.889403722,0.45712082,1.92E-06,0.901864145,0.001357249,0.961863107,0.49436228,0.003200767,2.268457298,0.795313273,,,,
0.3301,0.009398405,6.660515879,3.422234879,7.488274278,0.001255083,0.889459391,0.457012491,1.92E-06,0.901727623,0.001357334,0.961923311,0.494245125,0.003201716,2.269129615,0.795395456,,,,
0.3302,0.009398276,6.660424437,3.421162437,7.487702881,0.001255161,0.889515055,0.456904139,1.92E-06,0.901591143,0.001357419,0.961983509,0.494127946,0.003202664,2.269801926,0.795477549,,,,
0.3303,0.009398147,6.66033301,3.42009001,7.487131613,0.00125524,0.889570713,0.456795765,1.92E-06,0.901454704,0.001357504,0.962043702,0.494010742,0.003203613,2.270474229,0.795559552,,,,
0.3304,0.009398018,6.660241596,3.419017596,7.486560476,0.001255319,0.889626367,0.456687368,1.92E-06,0.901318306,0.001357589,0.96210389,0.493893514,0.003204561,2.271146525,0.795641465,,,,
0.3305,0.00939789,6.660150196,3.417945196,7.485989468,0.001255397,0.889682015,0.456578948,1.92E-06,0.90118195,0.001357674,0.962164072,0.493776262,0.00320551,2.271818815,0.795723287,,,,
0.3306,0.009397761,6.66005881,3.41687281,7.485418591,0.001255476,0.889737659,0.456470506,1.92E-06,0.901045635,0.001357759,0.962224249,0.493658985,0.003206459,2.272491098,0.79580502,,,,
0.3307,0.009397632,6.659967438,3.415800438,7.484847843,0.001255554,0.889793297,0.456362041,1.92E-06,0.900909361,0.001357844,0.96228442,0.493541684,0.003207407,2.273163374,0.795886662,,,,
0.3308,0.009397504,6.65987608,3.41472808,7.484277225,0.001255633,0.88984893,0.456253554,1.92E-06,0.900773129,0.001357929,0.962344585,0.493424358,0.003208356,2.273835643,0.795968214,,,,
0.3309,0.009397375,6.659784736,3.413655736,7.483706737,0.001255711,0.889904558,0.456145044,1.92E-06,0.900636938,0.001358014,0.962404745,0.493307008,0.003209305,2.274507905,0.796049676,,,,
0.331,0.009397246,6.659693406,3.412583406,7.483136379,0.00125579,0.889960181,0.456036511,1.92E-06,0.900500788,0.001358099,0.9624649,0.493189633,0.003210253,2.27518016,0.796131048,,,,
0.3311,0.009397118,6.659602089,3.411511089,7.482566151,0.001255868,0.890015799,0.455927956,1.92E-06,0.90036468,0.001358183,0.962525049,0.493072234,0.003211202,2.275852409,0.79621233,,,,
0.3312,0.009396989,6.659510787,3.410438787,7.481996053,0.001255947,0.890071411,0.455819378,1.92E-06,0.900228612,0.001358268,0.962585192,0.49295481,0.00321215,2.276524651,0.796293521,,,,
0.3313,0.009396861,6.659419498,3.409366498,7.481426085,0.001256025,0.890127019,0.455710777,1.92E-06,0.900092587,0.001358353,0.96264533,0.492837362,0.003213099,2.277196886,0.796374623,,,,
0.3314,0.009396732,6.659328223,3.408294223,7.480856247,0.001256104,0.890182621,0.455602154,1.92E-06,0.899956602,0.001358438,0.962705462,0.492719889,0.003214047,2.277869114,0.796455634,,,,
0.3315,0.009396604,6.659236962,3.407221962,7.480286539,0.001256182,0.890238218,0.455493509,1.91E-06,0.899820659,0.001358523,0.962765589,0.492602392,0.003214996,2.278541335,0.796536555,,,,
0.3316,0.009396475,6.659145715,3.406149715,7.479716961,0.001256261,0.89029381,0.45538484,1.91E-06,0.899684757,0.001358608,0.96282571,0.492484871,0.003215944,2.279213549,0.796617386,,,,
0.3317,0.009396347,6.659054481,3.405077481,7.479147513,0.001256339,0.890349397,0.455276149,1.91E-06,0.899548896,0.001358693,0.962885826,0.492367325,0.003216893,2.279885757,0.796698127,,,,
0.3318,0.009396218,6.658963262,3.404005262,7.478578196,0.001256418,0.890404979,0.455167436,1.91E-06,0.899413076,0.001358778,0.962945935,0.492249755,0.003217842,2.280557957,0.796778778,,,,
0.3319,0.00939609,6.658872056,3.402933056,7.478009008,0.001256496,0.890460556,0.4550587,1.91E-06,0.899277298,0.001358862,0.96300604,0.49213216,0.00321879,2.281230151,0.796859339,,,,
0.332,0.009395961,6.658780863,3.401860863,7.47743995,0.001256575,0.890516127,0.454949941,1.91E-06,0.899141561,0.001358947,0.963066138,0.49201454,0.003219738,2.281902338,0.79693981,,,,
0.3321,0.009395833,6.658689685,3.400788685,7.476871022,0.001256653,0.890571693,0.454841159,1.91E-06,0.899005865,0.001359032,0.963126232,0.491896896,0.003220687,2.282574519,0.79702019,,,,
0.3322,0.009395705,6.658598521,3.399716521,7.476302225,0.001256732,0.890627254,0.454732355,1.91E-06,0.898870211,0.001359117,0.963186319,0.491779228,0.003221635,2.283246692,0.797100481,,,,
0.3323,0.009395576,6.65850737,3.39864437,7.475733557,0.00125681,0.89068281,0.454623529,1.91E-06,0.898734598,0.001359202,0.963246401,0.491661535,0.003222584,2.283918858,0.797180681,,,,
0.3324,0.009395448,6.658416233,3.397572233,7.47516502,0.001256888,0.89073836,0.454514679,1.91E-06,0.898599026,0.001359287,0.963306477,0.491543818,0.003223532,2.284591018,0.797260792,,,,
0.3325,0.00939532,6.658325109,3.396500109,7.474596613,0.001256967,0.890793906,0.454405807,1.91E-06,0.898463495,0.001359371,0.963366548,0.491426076,0.003224481,2.285263171,0.797340812,,,,
0.3326,0.009395191,6.658234,3.395428,7.474028336,0.001257045,0.890849446,0.454296913,1.91E-06,0.898328006,0.001359456,0.963426613,0.49130831,0.003225429,2.285935317,0.797420742,,,,
0.3327,0.009395063,6.658142904,3.394355904,7.473460189,0.001257124,0.89090498,0.454187996,1.91E-06,0.898192558,0.001359541,0.963486672,0.49119052,0.003226378,2.286607456,0.797500582,,,,
0.3328,0.009394935,6.658051822,3.393283822,7.472892172,0.001257202,0.89096051,0.454079056,1.91E-06,0.898057151,0.001359626,0.963546725,0.491072704,0.003227326,2.287279589,0.797580332,,,,
0.3329,0.009394807,6.657960753,3.392211753,7.472324286,0.00125728,0.891016034,0.453970093,1.91E-06,0.897921785,0.001359711,0.963606773,0.490954865,0.003228274,2.287951714,0.797659992,,,,
0.333,0.009394678,6.657869699,3.391139699,7.47175653,0.001257359,0.891071554,0.453861108,1.91E-06,0.89778646,0.001359795,0.963666816,0.490837001,0.003229223,2.288623833,0.797739562,,,,
0.3331,0.00939455,6.657778658,3.390067658,7.471188904,0.001257437,0.891127067,0.4537521,1.91E-06,0.897651177,0.00135988,0.963726852,0.490719112,0.003230171,2.289295945,0.797819042,,,,
0.3332,0.009394422,6.65768763,3.38899563,7.470621408,0.001257515,0.891182576,0.45364307,1.91E-06,0.897515935,0.001359965,0.963786883,0.490601199,0.00323112,2.28996805,0.797898432,,,,
0.3333,0.009394294,6.657596617,3.387923617,7.470054042,0.001257594,0.891238079,0.453534017,1.91E-06,0.897380734,0.00136005,0.963846908,0.490483262,0.003232068,2.290640148,0.797977732,,,,
0.3334,0.009394166,6.657505617,3.386851617,7.469486807,0.001257672,0.891293577,0.453424941,1.91E-06,0.897245574,0.001360134,0.963906927,0.490365299,0.003233016,2.29131224,0.798056941,,,,
0.3335,0.009394038,6.65741463,3.38577963,7.468919702,0.001257751,0.89134907,0.453315843,1.91E-06,0.897110456,0.001360219,0.963966941,0.490247313,0.003233965,2.291984324,0.798136061,,,,
0.3336,0.009393909,6.657323658,3.384707658,7.468352727,0.001257829,0.891404557,0.453206722,1.91E-06,0.896975379,0.001360304,0.964026949,0.490129302,0.003234913,2.292656402,0.798215091,,,,
0.3337,0.009393781,6.657232699,3.383635699,7.467785883,0.001257907,0.89146004,0.453097578,1.91E-06,0.896840343,0.001360388,0.964086951,0.490011266,0.003235861,2.293328473,0.79829403,,,,
0.3338,0.009393653,6.657141753,3.382563753,7.467219168,0.001257985,0.891515516,0.452988412,1.91E-06,0.896705348,0.001360473,0.964146948,0.489893206,0.00323681,2.294000537,0.79837288,,,,
0.3339,0.009393525,6.657050822,3.381491822,7.466652585,0.001258064,0.891570988,0.452879223,1.91E-06,0.896570394,0.001360558,0.964206939,0.489775122,0.003237758,2.294672595,0.798451639,,,,
0.334,0.009393397,6.656959903,3.380419903,7.466086131,0.001258142,0.891626454,0.452770012,1.91E-06,0.896435482,0.001360642,0.964266924,0.489657013,0.003238706,2.295344645,0.798530309,,,,
0.3341,0.009393269,6.656868999,3.379347999,7.465519808,0.00125822,0.891681915,0.452660777,1.91E-06,0.89630061,0.001360727,0.964326903,0.489538879,0.003239655,2.296016689,0.798608888,,,,
0.3342,0.009393141,6.656778108,3.378276108,7.464953615,0.001258299,0.891737371,0.45255152,1.91E-06,0.89616578,0.001360812,0.964386876,0.489420721,0.003240603,2.296688726,0.798687378,,,,
0.3343,0.009393013,6.656687231,3.377204231,7.464387552,0.001258377,0.891792821,0.452442241,1.91E-06,0.896030991,0.001360896,0.964446844,0.489302539,0.003241551,2.297360756,0.798765777,,,,
0.3344,0.009392885,6.656596367,3.376132367,7.46382162,0.001258455,0.891848266,0.452332939,1.91E-06,0.895896243,0.001360981,0.964506806,0.489184332,0.003242499,2.298032779,0.798844087,,,,
